"S(-7,5)","S_NAG(-7,5)"
-0.14706 ,0.02882 
-0.03713 ,0.02882 
-0.16350 ,0.02882 
-0.10709 ,0.02882 
-0.15470 ,0.02882 
-0.05805 ,0.02882 
-0.09996 ,0.02882 
-0.13998 ,0.02883 
-0.12827 ,0.02883 
-0.06069 ,0.02883 
-0.07868 ,0.02883 
-0.06085 ,0.02883 
-0.13451 ,0.02883 
0.19037 ,0.02883 
-0.08988 ,0.02883 
-0.17556 ,0.02884 
-0.07797 ,0.02884 
-0.04751 ,0.02884 
-0.04930 ,0.02884 
-0.13206 ,0.02884 
-0.12697 ,0.02884 
-0.00348 ,0.02884 
-0.13181 ,0.02885 
-0.09237 ,0.02885 
-0.12656 ,0.02885 
-0.04453 ,0.02885 
-0.06700 ,0.02885 
-0.11122 ,0.02885 
-0.13830 ,0.02885 
0.04183 ,0.02885 
0.02834 ,0.02885 
0.06329 ,0.02886 
-0.17138 ,0.02886 
-0.14768 ,0.02886 
-0.02598 ,0.02886 
-0.06736 ,0.02886 
0.03814 ,0.02886 
-0.06048 ,0.02886 
-0.13370 ,0.02886 
-0.15391 ,0.02886 
-0.14208 ,0.02887 
-0.08225 ,0.02887 
-0.07368 ,0.02887 
-0.13754 ,0.02887 
-0.14052 ,0.02888 
0.19434 ,0.02888 
-0.08270 ,0.02888 
-0.05845 ,0.02888 
-0.11310 ,0.02888 
-0.10610 ,0.02888 
-0.14718 ,0.02888 
-0.13682 ,0.02888 
-0.12362 ,0.02888 
-0.06154 ,0.02888 
0.02036 ,0.02888 
-0.07542 ,0.02888 
0.05994 ,0.02888 
-0.14224 ,0.02889 
-0.13452 ,0.02889 
-0.14055 ,0.02889 
0.05740 ,0.02889 
-0.12382 ,0.02889 
-0.04171 ,0.02889 
-0.09425 ,0.02889 
-0.14772 ,0.02889 
-0.11002 ,0.02890 
-0.15389 ,0.02890 
-0.03781 ,0.02890 
-0.13533 ,0.02890 
-0.06578 ,0.02890 
-0.06346 ,0.02890 
-0.06951 ,0.02890 
-0.02870 ,0.02890 
-0.09170 ,0.02890 
-0.04169 ,0.02891 
-0.09672 ,0.02891 
-0.08562 ,0.02891 
-0.07398 ,0.02891 
-0.12220 ,0.02891 
0.03770 ,0.02891 
-0.14287 ,0.02891 
-0.16069 ,0.02891 
-0.04504 ,0.02891 
-0.06210 ,0.02891 
-0.07839 ,0.02891 
-0.15346 ,0.02891 
-0.03918 ,0.02891 
-0.13536 ,0.02892 
0.04063 ,0.02892 
-0.07726 ,0.02892 
0.07697 ,0.02892 
-0.13239 ,0.02892 
-0.03732 ,0.02892 
-0.15576 ,0.02892 
-0.08532 ,0.02892 
-0.12457 ,0.02892 
-0.01245 ,0.02892 
-0.13674 ,0.02892 
0.04569 ,0.02892 
-0.00497 ,0.02892 
-0.04764 ,0.02892 
-0.05483 ,0.02893 
-0.05547 ,0.02893 
-0.07170 ,0.02893 
0.15715 ,0.02893 
-0.07854 ,0.02893 
-0.12874 ,0.02893 
-0.08703 ,0.02893 
-0.00984 ,0.02893 
-0.14429 ,0.02893 
-0.06813 ,0.02893 
-0.00942 ,0.02893 
0.08493 ,0.02894 
-0.13131 ,0.02894 
-0.11194 ,0.02894 
-0.11916 ,0.02895 
-0.14548 ,0.02895 
-0.12596 ,0.02895 
-0.04632 ,0.02895 
-0.11171 ,0.02896 
0.03816 ,0.02896 
-0.00036 ,0.02896 
0.01520 ,0.02896 
-0.12939 ,0.02896 
-0.13847 ,0.02896 
-0.06932 ,0.02897 
-0.07324 ,0.02897 
-0.12043 ,0.02897 
0.06050 ,0.02897 
-0.11397 ,0.02897 
-0.06935 ,0.02897 
-0.09166 ,0.02897 
0.05563 ,0.02897 
-0.06611 ,0.02897 
-0.05500 ,0.02898 
-0.04197 ,0.02898 
-0.07269 ,0.02898 
-0.05100 ,0.02898 
0.06403 ,0.02898 
0.05721 ,0.02898 
-0.05465 ,0.02898 
-0.15080 ,0.02899 
-0.08139 ,0.02899 
-0.08600 ,0.02899 
-0.05948 ,0.02899 
-0.10550 ,0.02899 
-0.14779 ,0.02899 
-0.11917 ,0.02899 
-0.08422 ,0.02900 
-0.02004 ,0.02900 
0.07892 ,0.02900 
0.04499 ,0.02900 
0.08158 ,0.02900 
-0.01390 ,0.02900 
-0.09701 ,0.02900 
0.06981 ,0.02900 
-0.08985 ,0.02900 
-0.09674 ,0.02900 
-0.03794 ,0.02900 
-0.04470 ,0.02900 
-0.10578 ,0.02901 
-0.14742 ,0.02901 
-0.08893 ,0.02901 
0.06351 ,0.02901 
-0.08877 ,0.02901 
-0.14274 ,0.02901 
0.04597 ,0.02901 
-0.12807 ,0.02901 
-0.13508 ,0.02902 
-0.14917 ,0.02902 
-0.14288 ,0.02902 
-0.10428 ,0.02902 
-0.08115 ,0.02902 
-0.13423 ,0.02902 
-0.10757 ,0.02902 
-0.04594 ,0.02902 
-0.11359 ,0.02902 
-0.08340 ,0.02902 
-0.06552 ,0.02903 
-0.06769 ,0.02903 
-0.06336 ,0.02903 
-0.08006 ,0.02903 
-0.14020 ,0.02903 
0.03985 ,0.02903 
0.07006 ,0.02903 
-0.06548 ,0.02903 
-0.16798 ,0.02903 
-0.11424 ,0.02903 
-0.04339 ,0.02904 
-0.00698 ,0.02904 
-0.14439 ,0.02904 
-0.14382 ,0.02904 
0.06452 ,0.02904 
-0.15628 ,0.02904 
-0.11669 ,0.02904 
0.00985 ,0.02905 
-0.13191 ,0.02905 
-0.16616 ,0.02905 
-0.05595 ,0.02905 
-0.14201 ,0.02905 
-0.12871 ,0.02905 
-0.12369 ,0.02905 
0.09457 ,0.02906 
-0.13113 ,0.02906 
-0.11638 ,0.02906 
-0.13178 ,0.02906 
-0.06422 ,0.02907 
-0.02110 ,0.02907 
-0.10182 ,0.02907 
-0.15179 ,0.02907 
-0.09647 ,0.02907 
-0.07866 ,0.02907 
-0.11359 ,0.02907 
-0.15939 ,0.02907 
-0.10821 ,0.02907 
-0.05836 ,0.02907 
-0.14494 ,0.02907 
-0.13951 ,0.02907 
-0.12551 ,0.02908 
-0.03889 ,0.02908 
-0.07037 ,0.02908 
-0.10521 ,0.02908 
-0.09012 ,0.02908 
-0.12252 ,0.02908 
-0.13274 ,0.02908 
-0.11163 ,0.02909 
-0.06477 ,0.02909 
0.03801 ,0.02909 
-0.07610 ,0.02909 
-0.12364 ,0.02909 
-0.10360 ,0.02909 
-0.07777 ,0.02909 
0.01425 ,0.02909 
-0.09324 ,0.02909 
-0.16481 ,0.02910 
-0.05630 ,0.02910 
-0.02535 ,0.02910 
-0.08989 ,0.02910 
0.03292 ,0.02910 
-0.07694 ,0.02910 
-0.14173 ,0.02910 
-0.05428 ,0.02910 
-0.05707 ,0.02910 
-0.05902 ,0.02910 
-0.08581 ,0.02910 
-0.13586 ,0.02910 
0.02617 ,0.02910 
-0.07697 ,0.02910 
-0.06844 ,0.02910 
-0.14786 ,0.02910 
-0.07859 ,0.02911 
-0.12923 ,0.02911 
-0.12476 ,0.02911 
-0.06059 ,0.02911 
-0.15595 ,0.02911 
-0.01210 ,0.02911 
-0.08504 ,0.02911 
-0.14040 ,0.02911 
-0.16382 ,0.02911 
-0.09511 ,0.02912 
-0.14759 ,0.02912 
-0.15490 ,0.02912 
-0.06143 ,0.02912 
-0.04575 ,0.02912 
-0.12781 ,0.02912 
-0.01233 ,0.02912 
-0.11765 ,0.02913 
-0.05323 ,0.02913 
-0.05686 ,0.02913 
-0.02781 ,0.02913 
0.00469 ,0.02913 
-0.08851 ,0.02913 
0.02014 ,0.02914 
-0.07727 ,0.02914 
-0.17212 ,0.02914 
-0.07029 ,0.02914 
-0.08961 ,0.02914 
-0.10617 ,0.02914 
-0.01509 ,0.02914 
-0.14836 ,0.02914 
-0.12906 ,0.02914 
-0.13877 ,0.02915 
-0.12866 ,0.02915 
-0.16005 ,0.02915 
-0.02212 ,0.02915 
-0.06044 ,0.02915 
-0.07369 ,0.02915 
-0.13335 ,0.02915 
-0.13500 ,0.02915 
-0.13480 ,0.02915 
-0.07461 ,0.02916 
-0.12875 ,0.02916 
-0.12716 ,0.02916 
-0.07234 ,0.02916 
-0.15766 ,0.02916 
-0.09193 ,0.02916 
-0.06642 ,0.02916 
-0.14030 ,0.02916 
-0.12441 ,0.02916 
-0.04519 ,0.02916 
-0.05131 ,0.02917 
-0.08733 ,0.02917 
-0.03052 ,0.02917 
-0.15039 ,0.02917 
0.20299 ,0.02917 
-0.14402 ,0.02918 
-0.13873 ,0.02918 
-0.09447 ,0.02918 
-0.02073 ,0.02918 
0.04330 ,0.02918 
-0.14967 ,0.02918 
-0.13511 ,0.02918 
-0.12430 ,0.02919 
-0.11137 ,0.02919 
-0.07996 ,0.02919 
0.05846 ,0.02919 
-0.12962 ,0.02919 
-0.15013 ,0.02919 
0.05311 ,0.02920 
-0.08883 ,0.02920 
0.04908 ,0.02920 
-0.16858 ,0.02920 
-0.12542 ,0.02920 
-0.10076 ,0.02921 
-0.04319 ,0.02921 
-0.03334 ,0.02921 
-0.09632 ,0.02921 
-0.01299 ,0.02921 
-0.02507 ,0.02921 
-0.12904 ,0.02921 
-0.14065 ,0.02922 
-0.14551 ,0.02922 
-0.07156 ,0.02922 
-0.12538 ,0.02922 
-0.07728 ,0.02922 
-0.08000 ,0.02922 
-0.14202 ,0.02922 
0.07446 ,0.02923 
-0.11978 ,0.02923 
-0.15771 ,0.02923 
0.07050 ,0.02923 
0.05729 ,0.02923 
-0.06999 ,0.02923 
-0.07616 ,0.02924 
0.00428 ,0.02924 
0.07188 ,0.02924 
-0.01008 ,0.02924 
-0.16165 ,0.02925 
-0.09918 ,0.02925 
-0.10485 ,0.02925 
-0.05501 ,0.02925 
0.02369 ,0.02925 
-0.10189 ,0.02925 
-0.13559 ,0.02925 
-0.13211 ,0.02925 
-0.13693 ,0.02925 
-0.06543 ,0.02925 
-0.15912 ,0.02925 
0.05807 ,0.02925 
-0.02981 ,0.02925 
-0.04123 ,0.02925 
0.02725 ,0.02926 
-0.12199 ,0.02926 
-0.08810 ,0.02926 
-0.04762 ,0.02926 
-0.12609 ,0.02926 
-0.15469 ,0.02926 
-0.05645 ,0.02926 
-0.06125 ,0.02927 
0.03880 ,0.02927 
-0.10573 ,0.02927 
-0.09686 ,0.02927 
-0.10666 ,0.02927 
-0.07270 ,0.02928 
0.00500 ,0.02928 
-0.01857 ,0.02928 
-0.16742 ,0.02928 
0.03017 ,0.02928 
-0.12597 ,0.02928 
0.05050 ,0.02929 
-0.04028 ,0.02929 
-0.12296 ,0.02929 
-0.14296 ,0.02929 
-0.09385 ,0.02929 
-0.10437 ,0.02929 
-0.13210 ,0.02929 
-0.05535 ,0.02929 
-0.14614 ,0.02930 
-0.07121 ,0.02930 
-0.12745 ,0.02930 
-0.12992 ,0.02930 
-0.08574 ,0.02930 
-0.04216 ,0.02930 
-0.07502 ,0.02930 
-0.14211 ,0.02931 
-0.07673 ,0.02931 
-0.06092 ,0.02931 
-0.08649 ,0.02931 
-0.07546 ,0.02931 
-0.06852 ,0.02932 
-0.12177 ,0.02932 
-0.13251 ,0.02932 
-0.05226 ,0.02932 
-0.13236 ,0.02932 
-0.15266 ,0.02932 
0.06216 ,0.02932 
0.03914 ,0.02933 
-0.09920 ,0.02933 
-0.08306 ,0.02933 
0.05632 ,0.02933 
-0.14222 ,0.02933 
-0.14419 ,0.02933 
-0.12214 ,0.02933 
-0.06641 ,0.02934 
-0.05349 ,0.02934 
-0.14288 ,0.02934 
-0.02793 ,0.02934 
-0.17439 ,0.02934 
-0.05605 ,0.02934 
-0.05741 ,0.02934 
-0.11156 ,0.02934 
-0.11932 ,0.02934 
-0.03764 ,0.02934 
-0.04017 ,0.02934 
-0.12520 ,0.02934 
-0.04110 ,0.02934 
-0.08611 ,0.02934 
-0.12408 ,0.02934 
-0.14046 ,0.02934 
0.04134 ,0.02934 
-0.12800 ,0.02935 
-0.14236 ,0.02935 
0.06294 ,0.02935 
-0.13795 ,0.02935 
0.06616 ,0.02935 
-0.14109 ,0.02935 
-0.06551 ,0.02935 
-0.08014 ,0.02935 
0.00773 ,0.02935 
-0.03099 ,0.02935 
-0.10113 ,0.02935 
-0.04197 ,0.02936 
-0.12706 ,0.02936 
-0.12672 ,0.02936 
0.05163 ,0.02936 
-0.12244 ,0.02936 
0.01991 ,0.02936 
-0.09713 ,0.02936 
-0.14112 ,0.02936 
-0.05892 ,0.02937 
-0.08692 ,0.02937 
-0.09724 ,0.02937 
0.06600 ,0.02937 
-0.04273 ,0.02937 
-0.06446 ,0.02937 
-0.02259 ,0.02937 
-0.15679 ,0.02938 
-0.04477 ,0.02938 
-0.13770 ,0.02938 
-0.15882 ,0.02938 
-0.14162 ,0.02938 
-0.09939 ,0.02938 
-0.14289 ,0.02938 
-0.13163 ,0.02938 
-0.14238 ,0.02938 
-0.04790 ,0.02938 
-0.06710 ,0.02938 
-0.06935 ,0.02938 
-0.12034 ,0.02939 
0.08158 ,0.02939 
-0.15771 ,0.02939 
-0.11516 ,0.02939 
-0.14712 ,0.02939 
-0.06974 ,0.02939 
0.07130 ,0.02939 
0.00957 ,0.02940 
-0.16153 ,0.02940 
-0.06595 ,0.02940 
0.04290 ,0.02940 
-0.13205 ,0.02940 
-0.11747 ,0.02940 
-0.15174 ,0.02941 
-0.05562 ,0.02941 
-0.17089 ,0.02941 
-0.09359 ,0.02941 
-0.10318 ,0.02941 
-0.05841 ,0.02941 
-0.12416 ,0.02941 
-0.14353 ,0.02942 
-0.11885 ,0.02942 
-0.04207 ,0.02942 
-0.06433 ,0.02942 
0.05960 ,0.02942 
0.01420 ,0.02942 
-0.07382 ,0.02942 
-0.09030 ,0.02942 
-0.11822 ,0.02942 
-0.09546 ,0.02942 
-0.14485 ,0.02943 
-0.04511 ,0.02943 
0.02767 ,0.02943 
-0.13810 ,0.02943 
-0.16863 ,0.02943 
-0.08418 ,0.02943 
-0.14534 ,0.02943 
-0.11456 ,0.02943 
-0.13590 ,0.02943 
0.04316 ,0.02944 
0.01639 ,0.02944 
-0.11259 ,0.02944 
-0.03963 ,0.02944 
-0.14378 ,0.02944 
-0.08264 ,0.02944 
0.06565 ,0.02944 
-0.15036 ,0.02944 
-0.10160 ,0.02945 
-0.15436 ,0.02945 
-0.09124 ,0.02945 
0.01178 ,0.02945 
-0.06255 ,0.02945 
-0.11185 ,0.02945 
-0.04092 ,0.02945 
-0.12131 ,0.02945 
-0.09305 ,0.02945 
-0.13408 ,0.02945 
0.04056 ,0.02945 
-0.04963 ,0.02946 
0.05210 ,0.02946 
-0.10648 ,0.02946 
-0.18221 ,0.02946 
-0.06594 ,0.02946 
-0.07936 ,0.02946 
-0.13164 ,0.02946 
0.05287 ,0.02946 
-0.13771 ,0.02946 
-0.02648 ,0.02946 
-0.10564 ,0.02946 
-0.07471 ,0.02946 
-0.07446 ,0.02946 
-0.04002 ,0.02946 
-0.14299 ,0.02947 
-0.14428 ,0.02947 
-0.12711 ,0.02947 
0.03115 ,0.02947 
-0.12032 ,0.02947 
-0.04630 ,0.02947 
-0.12497 ,0.02947 
-0.13214 ,0.02947 
-0.13542 ,0.02947 
0.06502 ,0.02948 
-0.10847 ,0.02948 
-0.05541 ,0.02948 
0.08733 ,0.02948 
-0.07965 ,0.02948 
0.01199 ,0.02948 
-0.15188 ,0.02949 
-0.12932 ,0.02949 
-0.11064 ,0.02949 
-0.08456 ,0.02949 
-0.12203 ,0.02949 
0.04778 ,0.02949 
-0.13534 ,0.02949 
-0.06631 ,0.02949 
-0.08968 ,0.02949 
-0.14465 ,0.02950 
0.02728 ,0.02950 
-0.08446 ,0.02950 
0.08811 ,0.02950 
-0.01071 ,0.02950 
-0.14678 ,0.02951 
-0.16442 ,0.02951 
-0.12044 ,0.02951 
0.06202 ,0.02951 
-0.06489 ,0.02951 
-0.03557 ,0.02951 
-0.02443 ,0.02951 
-0.13266 ,0.02951 
-0.15122 ,0.02952 
-0.07338 ,0.02952 
0.00832 ,0.02952 
-0.14392 ,0.02952 
-0.14472 ,0.02952 
-0.10241 ,0.02952 
-0.15175 ,0.02952 
-0.10162 ,0.02952 
-0.00781 ,0.02952 
0.18898 ,0.02952 
-0.01384 ,0.02952 
-0.04827 ,0.02953 
-0.13045 ,0.02953 
-0.14405 ,0.02953 
-0.14964 ,0.02953 
0.03806 ,0.02953 
-0.13025 ,0.02953 
-0.09765 ,0.02953 
0.03410 ,0.02953 
-0.15122 ,0.02954 
-0.12018 ,0.02954 
-0.02701 ,0.02954 
-0.14417 ,0.02954 
0.03703 ,0.02954 
-0.08080 ,0.02954 
-0.04582 ,0.02954 
-0.13112 ,0.02954 
-0.15566 ,0.02954 
0.05395 ,0.02954 
-0.06367 ,0.02954 
-0.12575 ,0.02955 
-0.02521 ,0.02955 
-0.15864 ,0.02955 
-0.07488 ,0.02955 
-0.13620 ,0.02955 
-0.06613 ,0.02955 
-0.12836 ,0.02955 
-0.04833 ,0.02955 
-0.10673 ,0.02955 
-0.15861 ,0.02955 
-0.13908 ,0.02955 
-0.06044 ,0.02956 
0.16568 ,0.02956 
-0.13866 ,0.02956 
-0.01874 ,0.02956 
0.05640 ,0.02956 
0.04927 ,0.02956 
-0.05061 ,0.02956 
-0.13267 ,0.02956 
-0.05415 ,0.02956 
-0.16116 ,0.02956 
0.06514 ,0.02956 
-0.13095 ,0.02956 
-0.02807 ,0.02956 
-0.01988 ,0.02956 
-0.07143 ,0.02956 
-0.06317 ,0.02957 
-0.04454 ,0.02957 
-0.14343 ,0.02957 
-0.05967 ,0.02957 
0.04987 ,0.02957 
-0.09790 ,0.02957 
-0.13319 ,0.02957 
-0.12078 ,0.02957 
0.00825 ,0.02957 
-0.14496 ,0.02957 
-0.17177 ,0.02957 
-0.05664 ,0.02957 
-0.09295 ,0.02958 
-0.16289 ,0.02958 
-0.07957 ,0.02958 
-0.06509 ,0.02958 
0.06087 ,0.02958 
-0.03183 ,0.02958 
-0.05213 ,0.02958 
-0.00803 ,0.02958 
-0.16322 ,0.02958 
-0.10682 ,0.02958 
-0.06477 ,0.02958 
-0.11841 ,0.02958 
-0.06661 ,0.02958 
-0.07333 ,0.02958 
-0.13104 ,0.02958 
0.06216 ,0.02959 
0.04679 ,0.02959 
-0.05204 ,0.02959 
-0.04354 ,0.02959 
-0.10861 ,0.02959 
0.07880 ,0.02959 
-0.03688 ,0.02959 
-0.10315 ,0.02959 
-0.14003 ,0.02959 
-0.04354 ,0.02959 
-0.04670 ,0.02959 
-0.04394 ,0.02960 
-0.09674 ,0.02960 
-0.13006 ,0.02960 
-0.09533 ,0.02960 
-0.11643 ,0.02960 
-0.14192 ,0.02961 
-0.09307 ,0.02961 
-0.14210 ,0.02961 
-0.16959 ,0.02961 
-0.02104 ,0.02961 
0.01369 ,0.02961 
-0.13156 ,0.02961 
-0.08956 ,0.02961 
0.03574 ,0.02961 
-0.03187 ,0.02962 
-0.10550 ,0.02962 
-0.05404 ,0.02962 
-0.04726 ,0.02962 
-0.06063 ,0.02962 
-0.12940 ,0.02962 
-0.06623 ,0.02962 
-0.12468 ,0.02962 
-0.13403 ,0.02962 
-0.14696 ,0.02962 
0.03836 ,0.02962 
-0.12172 ,0.02962 
-0.10866 ,0.02962 
-0.02405 ,0.02962 
0.07038 ,0.02963 
-0.06593 ,0.02963 
-0.14775 ,0.02963 
-0.06207 ,0.02963 
0.07003 ,0.02963 
0.03054 ,0.02963 
-0.10744 ,0.02963 
-0.04624 ,0.02963 
-0.15239 ,0.02963 
-0.12910 ,0.02963 
-0.15060 ,0.02963 
-0.15395 ,0.02964 
-0.06336 ,0.02964 
-0.11916 ,0.02964 
0.05424 ,0.02964 
-0.11815 ,0.02964 
-0.12980 ,0.02964 
-0.14788 ,0.02964 
-0.08996 ,0.02964 
-0.17015 ,0.02964 
0.05369 ,0.02964 
0.07295 ,0.02965 
-0.12321 ,0.02965 
-0.14656 ,0.02965 
-0.03819 ,0.02965 
-0.08395 ,0.02965 
-0.05160 ,0.02965 
-0.11225 ,0.02965 
-0.05026 ,0.02965 
-0.09379 ,0.02965 
-0.03193 ,0.02965 
-0.05915 ,0.02966 
-0.12435 ,0.02966 
-0.13239 ,0.02966 
-0.04281 ,0.02966 
-0.12646 ,0.02966 
-0.14085 ,0.02966 
-0.07759 ,0.02966 
-0.13895 ,0.02966 
-0.06537 ,0.02966 
-0.14929 ,0.02967 
0.05041 ,0.02967 
-0.01454 ,0.02967 
-0.16459 ,0.02967 
-0.12133 ,0.02967 
-0.09510 ,0.02967 
-0.12967 ,0.02967 
0.05317 ,0.02967 
-0.07150 ,0.02967 
-0.10013 ,0.02967 
-0.00072 ,0.02968 
-0.05561 ,0.02968 
-0.05546 ,0.02968 
-0.12420 ,0.02968 
-0.14983 ,0.02968 
-0.02777 ,0.02968 
0.01195 ,0.02968 
-0.06037 ,0.02968 
-0.12655 ,0.02968 
-0.10070 ,0.02968 
-0.05699 ,0.02969 
-0.12959 ,0.02969 
-0.06727 ,0.02969 
-0.12211 ,0.02970 
0.05631 ,0.02970 
-0.05890 ,0.02970 
-0.09069 ,0.02970 
-0.03130 ,0.02970 
-0.15340 ,0.02971 
-0.07281 ,0.02971 
-0.13289 ,0.02971 
0.04350 ,0.02971 
-0.01779 ,0.02971 
-0.08396 ,0.02971 
0.01863 ,0.02971 
0.08975 ,0.02971 
0.04689 ,0.02971 
-0.14131 ,0.02971 
-0.00502 ,0.02971 
-0.08169 ,0.02971 
-0.12636 ,0.02971 
-0.00697 ,0.02971 
-0.02154 ,0.02972 
0.01076 ,0.02972 
0.01967 ,0.02972 
0.05882 ,0.02972 
0.17859 ,0.02972 
-0.07261 ,0.02972 
-0.12177 ,0.02972 
-0.14131 ,0.02972 
0.08212 ,0.02972 
-0.14540 ,0.02972 
0.07966 ,0.02972 
-0.05899 ,0.02972 
0.04357 ,0.02973 
-0.13900 ,0.02973 
0.07815 ,0.02973 
-0.10112 ,0.02973 
0.07418 ,0.02973 
-0.10978 ,0.02973 
-0.04285 ,0.02973 
-0.04928 ,0.02973 
-0.15764 ,0.02973 
-0.11591 ,0.02974 
-0.10531 ,0.02974 
-0.05456 ,0.02974 
-0.02043 ,0.02974 
-0.01624 ,0.02974 
-0.14084 ,0.02974 
-0.06410 ,0.02974 
-0.01699 ,0.02975 
-0.07659 ,0.02975 
0.06922 ,0.02975 
0.08261 ,0.02975 
-0.02211 ,0.02975 
-0.03942 ,0.02975 
-0.05022 ,0.02975 
-0.13624 ,0.02975 
-0.08545 ,0.02976 
-0.15065 ,0.02976 
0.05184 ,0.02976 
-0.13264 ,0.02976 
-0.12382 ,0.02976 
0.08113 ,0.02976 
-0.07054 ,0.02976 
-0.16216 ,0.02976 
0.04907 ,0.02977 
-0.08483 ,0.02977 
-0.11564 ,0.02977 
-0.08233 ,0.02977 
0.04171 ,0.02977 
-0.07165 ,0.02977 
-0.08850 ,0.02977 
0.01611 ,0.02977 
-0.05824 ,0.02978 
-0.10953 ,0.02978 
-0.11257 ,0.02978 
-0.01071 ,0.02978 
-0.11028 ,0.02978 
0.02291 ,0.02978 
-0.11011 ,0.02978 
-0.03742 ,0.02978 
0.08191 ,0.02978 
-0.05293 ,0.02978 
-0.12542 ,0.02979 
0.06474 ,0.02979 
-0.07979 ,0.02979 
-0.03421 ,0.02979 
-0.14273 ,0.02979 
-0.14362 ,0.02979 
-0.08780 ,0.02979 
-0.07800 ,0.02979 
-0.07008 ,0.02979 
-0.04292 ,0.02979 
-0.13071 ,0.02979 
-0.08011 ,0.02979 
-0.08112 ,0.02979 
0.04991 ,0.02979 
-0.13666 ,0.02979 
-0.08776 ,0.02980 
-0.12643 ,0.02980 
0.05624 ,0.02980 
-0.08906 ,0.02980 
-0.03682 ,0.02980 
-0.06643 ,0.02980 
-0.08223 ,0.02980 
-0.10984 ,0.02980 
-0.11122 ,0.02981 
-0.09207 ,0.02981 
-0.12527 ,0.02981 
-0.06314 ,0.02981 
-0.07160 ,0.02981 
-0.07390 ,0.02981 
-0.07959 ,0.02981 
-0.11901 ,0.02981 
-0.13415 ,0.02981 
0.04685 ,0.02982 
-0.14492 ,0.02982 
-0.04975 ,0.02982 
-0.07536 ,0.02982 
-0.16975 ,0.02982 
-0.04355 ,0.02982 
-0.09001 ,0.02982 
-0.06634 ,0.02982 
-0.05938 ,0.02982 
-0.12610 ,0.02982 
-0.04553 ,0.02982 
-0.11019 ,0.02982 
-0.02692 ,0.02982 
0.08678 ,0.02983 
-0.11559 ,0.02983 
-0.13309 ,0.02983 
-0.14549 ,0.02983 
-0.17322 ,0.02983 
-0.15783 ,0.02983 
-0.02699 ,0.02983 
-0.14021 ,0.02983 
-0.05607 ,0.02983 
-0.04072 ,0.02983 
-0.04080 ,0.02983 
-0.04923 ,0.02983 
-0.01520 ,0.02983 
-0.05447 ,0.02983 
0.06264 ,0.02983 
-0.01276 ,0.02983 
0.00098 ,0.02983 
-0.12637 ,0.02983 
-0.13840 ,0.02983 
0.03625 ,0.02984 
-0.13574 ,0.02984 
-0.13634 ,0.02984 
-0.14370 ,0.02984 
-0.02121 ,0.02984 
-0.06661 ,0.02984 
-0.01041 ,0.02984 
-0.05684 ,0.02984 
0.04194 ,0.02984 
-0.16092 ,0.02984 
-0.14832 ,0.02984 
-0.07795 ,0.02985 
-0.01804 ,0.02985 
-0.05531 ,0.02985 
-0.08408 ,0.02985 
-0.06405 ,0.02985 
-0.12421 ,0.02985 
0.02903 ,0.02985 
-0.11795 ,0.02985 
-0.00460 ,0.02986 
-0.01687 ,0.02986 
0.05242 ,0.02986 
-0.12933 ,0.02986 
-0.15261 ,0.02986 
0.00945 ,0.02986 
-0.13100 ,0.02986 
-0.14782 ,0.02987 
-0.14954 ,0.02987 
0.03941 ,0.02987 
-0.12803 ,0.02987 
-0.11389 ,0.02987 
0.04921 ,0.02987 
-0.12738 ,0.02988 
-0.10942 ,0.02988 
-0.09748 ,0.02988 
0.04017 ,0.02988 
-0.12645 ,0.02988 
-0.11612 ,0.02988 
0.03394 ,0.02988 
-0.15582 ,0.02988 
-0.15201 ,0.02989 
-0.06857 ,0.02989 
-0.06509 ,0.02989 
-0.09231 ,0.02989 
-0.06887 ,0.02989 
0.17025 ,0.02989 
-0.14721 ,0.02989 
-0.02021 ,0.02989 
-0.00033 ,0.02989 
-0.05573 ,0.02989 
-0.12590 ,0.02989 
0.06587 ,0.02989 
-0.15394 ,0.02990 
0.20934 ,0.02990 
-0.14399 ,0.02990 
-0.08855 ,0.02990 
0.23374 ,0.02990 
-0.05370 ,0.02990 
-0.05665 ,0.02990 
0.03942 ,0.02990 
-0.13382 ,0.02990 
-0.13765 ,0.02990 
0.04846 ,0.02990 
-0.10061 ,0.02990 
-0.04334 ,0.02991 
-0.01736 ,0.02991 
0.01717 ,0.02991 
-0.12753 ,0.02991 
-0.06550 ,0.02991 
-0.04749 ,0.02991 
-0.16704 ,0.02991 
-0.00678 ,0.02991 
-0.13268 ,0.02992 
-0.12259 ,0.02992 
-0.01981 ,0.02992 
0.04820 ,0.02992 
-0.10406 ,0.02992 
0.05572 ,0.02992 
-0.08033 ,0.02992 
0.02399 ,0.02992 
0.20365 ,0.02992 
0.05544 ,0.02992 
-0.06309 ,0.02992 
0.06674 ,0.02993 
-0.14068 ,0.02993 
0.08534 ,0.02993 
-0.06676 ,0.02993 
-0.04368 ,0.02993 
-0.08353 ,0.02993 
-0.15190 ,0.02993 
-0.14620 ,0.02993 
0.00537 ,0.02994 
-0.11102 ,0.02994 
-0.08261 ,0.02994 
-0.12376 ,0.02994 
0.18851 ,0.02994 
-0.08651 ,0.02994 
0.00727 ,0.02994 
-0.14559 ,0.02994 
-0.16383 ,0.02994 
-0.12616 ,0.02994 
-0.13120 ,0.02995 
0.21291 ,0.02995 
