j,"S_th(0,0)","S_exp(0,0)-M","S_exp(0,0)-SD","S_th(-10,10)","S_exp(-10,10)-M","S_exp(-10,10)-SD","S_th(15,-15)","S_exp(15,-15)-M","S_exp(15,-15)-SD",j_subfigure,"S_subfigure(0,0)","S_subfigure(-10,10)","S_subfigure(15,-15)"
31050000 ,3.56524 ,3.60238 ,0.04215 ,4.26506 ,4.28066 ,0.01739 ,5.13019 ,5.18638 ,0.03395 ,3106,0.04765 ,0.22758 ,0.49930 
31060000 ,3.56524 ,3.61021 ,0.04891 ,4.27057 ,4.30626 ,0.03850 ,5.13019 ,5.14870 ,0.02661 ,3107,0.03324 ,0.24165 ,0.48892 
31070000 ,3.56524 ,3.62643 ,0.02086 ,4.27057 ,4.29570 ,0.00434 ,5.13019 ,5.12701 ,0.02018 ,3108,0.02953 ,0.23769 ,0.49866 
31080000 ,3.56524 ,3.63398 ,0.01365 ,4.27057 ,4.29802 ,0.06238 ,5.13570 ,5.23802 ,0.06417 ,3109,0.03521 ,0.23740 ,0.49218 
31090000 ,3.57075 ,3.62453 ,0.04408 ,4.27608 ,4.32395 ,0.07267 ,5.13570 ,5.26405 ,0.01026 ,3110,0.02754 ,0.23421 ,0.49083 
31100000 ,3.57075 ,3.57756 ,0.04526 ,4.27608 ,4.26843 ,0.02231 ,5.13570 ,5.16027 ,0.02614 ,3111,0.04477 ,0.21868 ,0.49833 
31110000 ,3.57075 ,3.63064 ,0.04190 ,4.27608 ,4.30435 ,0.02469 ,5.13570 ,5.23088 ,0.03620 ,3112,0.04602 ,0.23399 ,0.50834 
31120000 ,3.57626 ,3.64789 ,0.03604 ,4.27608 ,4.31389 ,0.05607 ,5.14121 ,5.19487 ,0.02348 ,3113,0.05991 ,0.21431 ,0.49725 
31130000 ,3.57626 ,3.61675 ,0.02750 ,4.28159 ,4.27172 ,0.02911 ,5.14121 ,5.17128 ,0.00876 ,3114,0.03599 ,0.20494 ,0.50468 
31140000 ,3.57626 ,3.53665 ,0.02358 ,4.28159 ,4.27219 ,0.00391 ,5.14672 ,5.17313 ,0.04178 ,3115,0.03649 ,0.20422 ,0.51259 
31150000 ,3.58177 ,3.66412 ,0.02802 ,4.28159 ,4.30759 ,0.01992 ,5.14672 ,5.14621 ,0.02426 ,3116,0.02232 ,0.23274 ,0.50417 
31160000 ,3.58177 ,3.60463 ,0.04908 ,4.28710 ,4.27143 ,0.02288 ,5.14672 ,5.15376 ,0.01275 ,3117,0.04690 ,0.23202 ,0.51357 
31170000 ,3.58177 ,3.65528 ,0.01859 ,4.28710 ,4.32378 ,0.04517 ,5.15223 ,5.22595 ,0.02444 ,3118,0.04740 ,0.22584 ,0.52358 
31180000 ,3.58177 ,3.59401 ,0.01159 ,4.28710 ,4.30547 ,0.03347 ,5.15223 ,5.19867 ,0.01032 ,3119,0.03299 ,0.20517 ,0.51861 
31190000 ,3.58728 ,3.58235 ,0.04318 ,4.29261 ,4.37364 ,0.02672 ,5.15223 ,5.20256 ,0.03817 ,3120,0.06116 ,0.21451 ,0.51968 
31200000 ,3.58728 ,3.62756 ,0.04057 ,4.29261 ,4.30213 ,0.02003 ,5.15223 ,5.17456 ,0.00778 ,3121,0.04049 ,0.19860 ,0.48083 
31210000 ,3.59279 ,3.58996 ,0.04533 ,4.29261 ,4.24610 ,0.02718 ,5.15774 ,5.29491 ,0.01945 ,3122,0.03942 ,0.22386 ,0.48746 
31220000 ,3.59279 ,3.67789 ,0.03224 ,4.29812 ,4.27106 ,0.03651 ,5.15774 ,5.17247 ,0.01530 ,3123,0.02919 ,0.22246 ,0.49610 
31230000 ,3.59279 ,3.59736 ,0.00924 ,4.29812 ,4.29221 ,0.03782 ,5.16325 ,5.18938 ,0.00147 ,3124,0.03415 ,0.20373 ,0.50353 
31240000 ,3.59279 ,3.56781 ,0.02143 ,4.29812 ,4.32815 ,0.03382 ,5.16325 ,5.17321 ,0.03827 ,3125,0.03825 ,0.21307 ,0.51144 
31250000 ,3.59279 ,3.61572 ,0.00796 ,4.29812 ,4.36980 ,0.02016 ,5.16325 ,5.30053 ,0.02240 ,3126,0.04452 ,0.21104 ,0.50712 
31260000 ,3.59830 ,3.61456 ,0.02506 ,4.30363 ,4.33528 ,0.01979 ,5.16876 ,5.15414 ,0.03139 ,3127,0.04948 ,0.22101 ,0.51112 
31270000 ,3.59830 ,3.53721 ,0.02277 ,4.30363 ,4.31238 ,0.02619 ,5.16876 ,5.16712 ,0.04769 ,3128,0.04505 ,0.22214 ,0.52182 
31280000 ,3.59830 ,3.56826 ,0.00390 ,4.30363 ,4.37463 ,0.03733 ,5.16876 ,5.16483 ,0.02642 ,3129,0.05894 ,0.22663 ,0.50107 
31290000 ,3.60381 ,3.62786 ,0.01272 ,4.30914 ,4.32248 ,0.03145 ,5.16876 ,5.21975 ,0.01891 ,3130,0.04616 ,0.20631 ,0.49628 
31300000 ,3.60381 ,3.63188 ,0.03087 ,4.30914 ,4.32557 ,0.05476 ,5.17428 ,5.26433 ,0.02712 ,3131,0.05575 ,0.21111 ,0.50427 
31310000 ,3.60381 ,3.58138 ,0.04126 ,4.30914 ,4.32923 ,0.02935 ,5.17428 ,5.23239 ,0.06268 ,3132,0.04571 ,0.20662 ,0.53939 
31320000 ,3.60932 ,3.59561 ,0.03302 ,4.31465 ,4.35834 ,0.02694 ,5.17979 ,5.19377 ,0.01684 ,3133,0.04449 ,0.21579 ,0.50500 
31330000 ,3.60932 ,3.61357 ,0.04088 ,4.31465 ,4.32736 ,0.02407 ,5.17979 ,5.18310 ,0.01031 ,3134,0.05408 ,0.22677 ,0.50209 
31340000 ,3.60932 ,3.66638 ,0.00900 ,4.31465 ,4.30468 ,0.00889 ,5.17979 ,5.19539 ,0.00305 ,3135,0.05975 ,0.22225 ,0.49567 
31350000 ,3.60932 ,3.59425 ,0.05393 ,4.32016 ,4.23953 ,0.04834 ,5.18530 ,5.18561 ,0.02926 ,3136,0.06391 ,0.23445 ,0.50970 
31360000 ,3.61483 ,3.66296 ,0.02367 ,4.32016 ,4.32112 ,0.04608 ,5.18530 ,5.28916 ,0.01330 ,3137,0.03980 ,0.23894 ,0.50873 
31370000 ,3.61483 ,3.66719 ,0.03217 ,4.32016 ,4.29727 ,0.00278 ,5.18530 ,5.26446 ,0.03147 ,3138,0.05369 ,0.21900 ,0.50965 
31380000 ,3.61483 ,3.64667 ,0.02556 ,4.32016 ,4.27611 ,0.03824 ,5.19081 ,5.22100 ,0.02618 ,3139,0.04413 ,0.22936 ,0.51689 
31390000 ,3.62034 ,3.63969 ,0.04123 ,4.32567 ,4.38018 ,0.00938 ,5.19081 ,5.25159 ,0.05002 ,3140,0.05443 ,0.23318 ,0.53092 
31400000 ,3.62034 ,3.65351 ,0.05402 ,4.32567 ,4.27645 ,0.02855 ,5.19632 ,5.22058 ,0.02097 ,3141,0.06616 ,0.24027 ,0.52883 
31410000 ,3.62034 ,3.59198 ,0.02430 ,4.32567 ,4.33121 ,0.02703 ,5.19632 ,5.23239 ,0.01700 ,3142,0.07033 ,0.23585 ,0.52211 
31420000 ,3.62585 ,3.62751 ,0.02527 ,4.33118 ,4.28690 ,0.04545 ,5.19632 ,5.27086 ,0.01790 ,3143,0.03635 ,0.23882 ,0.53838 
31430000 ,3.62585 ,3.69990 ,0.01382 ,4.33118 ,4.29770 ,0.03975 ,5.19632 ,5.31531 ,0.03864 ,3144,0.03685 ,0.24799 ,0.50815 
31440000 ,3.62585 ,3.67647 ,0.01235 ,4.33669 ,4.31634 ,0.02592 ,5.20183 ,5.20496 ,0.02228 ,3145,0.04988 ,0.22422 ,0.50891 
31450000 ,3.62585 ,3.61032 ,0.01126 ,4.33669 ,4.30076 ,0.02750 ,5.20183 ,5.17900 ,0.02028 ,3146,0.04425 ,0.22350 ,0.51031 
31460000 ,3.63136 ,3.66252 ,0.01151 ,4.33669 ,4.34192 ,0.02410 ,5.20183 ,5.32721 ,0.06124 ,3147,0.06060 ,0.21285 ,0.52446 
31470000 ,3.63136 ,3.69851 ,0.02469 ,4.33669 ,4.37097 ,0.01022 ,5.20734 ,5.25352 ,0.02858 ,3148,0.07449 ,0.23064 ,0.52416 
31480000 ,3.63136 ,3.70664 ,0.05032 ,4.34221 ,4.43045 ,0.02157 ,5.20734 ,5.35918 ,0.00939 ,3149,0.05056 ,0.24000 ,0.52072 
31490000 ,3.63687 ,3.68845 ,0.01973 ,4.34221 ,4.34473 ,0.02960 ,5.21285 ,5.27885 ,0.03978 ,3150,0.05106 ,0.24709 ,0.52310 
31500000 ,3.63687 ,3.71861 ,0.02935 ,4.34221 ,4.35355 ,0.00443 ,5.21285 ,5.23412 ,0.04806 ,3151,0.05756 ,0.23596 ,0.53898 
31510000 ,3.63687 ,3.71164 ,0.06801 ,4.34772 ,4.34390 ,0.01505 ,5.21285 ,5.22509 ,0.03557 ,3152,0.03689 ,0.24203 ,0.48939 
31520000 ,3.64238 ,3.66345 ,0.03304 ,4.34772 ,4.38287 ,0.02714 ,5.21836 ,5.26554 ,0.03949 ,3153,0.06251 ,0.24421 ,0.48648 
31530000 ,3.64238 ,3.62300 ,0.04702 ,4.34772 ,4.35516 ,0.01560 ,5.21836 ,5.23253 ,0.01186 ,3154,0.07281 ,0.23253 ,0.48006 
31540000 ,3.64238 ,3.72940 ,0.06395 ,4.35323 ,4.34983 ,0.01979 ,5.21836 ,5.32605 ,0.02427 ,3155,0.05963 ,0.22857 ,0.49409 
31550000 ,3.64789 ,3.70653 ,0.02351 ,4.35323 ,4.30701 ,0.01534 ,5.21836 ,5.30878 ,0.03316 ,3156,0.05401 ,0.22828 ,0.49312 
31560000 ,3.64789 ,3.68579 ,0.02249 ,4.35323 ,4.36525 ,0.02529 ,5.22387 ,5.24628 ,0.01186 ,3157,0.05661 ,0.23997 ,0.48984 
31570000 ,3.64789 ,3.66292 ,0.01436 ,4.35874 ,4.38445 ,0.04634 ,5.22387 ,5.35704 ,0.03876 ,3158,0.03594 ,0.24294 ,0.49738 
31580000 ,3.64789 ,3.70506 ,0.01276 ,4.35874 ,4.33598 ,0.00766 ,5.22938 ,5.26832 ,0.04984 ,3159,0.02517 ,0.25211 ,0.48849 
31590000 ,3.65340 ,3.61349 ,0.02707 ,4.35874 ,4.38034 ,0.03192 ,5.22938 ,5.32037 ,0.04211 ,3160,0.03013 ,0.23319 ,0.49878 
31600000 ,3.65340 ,3.67720 ,0.05147 ,4.36424 ,4.33878 ,0.02574 ,5.22938 ,5.32570 ,0.02165 ,3161,0.03423 ,0.21767 ,0.49599 
31610000 ,3.65340 ,3.65724 ,0.03134 ,4.36424 ,4.35424 ,0.02472 ,5.23489 ,5.27505 ,0.00789 ,3162,0.05538 ,0.23297 ,0.49280 
31620000 ,3.65891 ,3.69005 ,0.06167 ,4.36424 ,4.36652 ,0.01193 ,5.23489 ,5.26739 ,0.05216 ,3163,0.05954 ,0.22084 ,0.49491 
31630000 ,3.65891 ,3.70801 ,0.01063 ,4.36424 ,4.35824 ,0.01497 ,5.23489 ,5.32885 ,0.03637 ,3164,0.02556 ,0.24035 ,0.51248 
31640000 ,3.65891 ,3.66735 ,0.02709 ,4.36975 ,4.35574 ,0.03825 ,5.24040 ,5.23830 ,0.02767 ,3165,0.02606 ,0.23076 ,0.49985 
31650000 ,3.66442 ,3.69297 ,0.02682 ,4.36975 ,4.32925 ,0.02486 ,5.24040 ,5.25457 ,0.04495 ,3166,0.03909 ,0.20508 ,0.51372 
31660000 ,3.66442 ,3.72024 ,0.01467 ,4.36975 ,4.35410 ,0.02962 ,5.24040 ,5.25314 ,0.06467 ,3167,0.03347 ,0.21825 ,0.52210 
31670000 ,3.66442 ,3.70623 ,0.01292 ,4.37526 ,4.36679 ,0.02594 ,5.24591 ,5.31511 ,0.04170 ,3168,0.04868 ,0.21216 ,0.53034 
31680000 ,3.66442 ,3.72060 ,0.05003 ,4.37526 ,4.38702 ,0.02036 ,5.24591 ,5.24658 ,0.02070 ,3169,0.05364 ,0.21658 ,0.51304 
31690000 ,3.66993 ,3.67636 ,0.04023 ,4.38078 ,4.36929 ,0.00962 ,5.24591 ,5.29729 ,0.03461 ,3170,0.04459 ,0.22591 ,0.52201 
31700000 ,3.66993 ,3.70236 ,0.03231 ,4.38078 ,4.35541 ,0.02730 ,5.25142 ,5.27515 ,0.03180 ,3171,0.05340 ,0.22070 ,0.53420 
31710000 ,3.67544 ,3.74730 ,0.02425 ,4.38078 ,4.40855 ,0.01629 ,5.25142 ,5.26337 ,0.02730 ,3172,0.05390 ,0.23387 ,0.52724 
31720000 ,3.67544 ,3.71122 ,0.06862 ,4.38078 ,4.35449 ,0.04211 ,5.25142 ,5.35707 ,0.00923 ,3173,0.03949 ,0.21531 ,0.51400 
31730000 ,3.67544 ,3.68103 ,0.00894 ,4.38629 ,4.42555 ,0.02153 ,5.25693 ,5.29382 ,0.01890 ,3174,0.06180 ,0.22567 ,0.52925 
31740000 ,3.67544 ,3.71717 ,0.03263 ,4.38629 ,4.35870 ,0.00990 ,5.25693 ,5.35060 ,0.00378 ,3175,0.05618 ,0.22964 ,0.53737 
31750000 ,3.68095 ,3.69961 ,0.02376 ,4.38629 ,4.42864 ,0.03023 ,5.26244 ,5.31048 ,0.02036 ,3176,0.03832 ,0.24435 ,0.49224 
31760000 ,3.68095 ,3.70014 ,0.01761 ,4.39180 ,4.39060 ,0.02514 ,5.26244 ,5.27232 ,0.01814 ,3177,0.03989 ,0.23627 ,0.51026 
31770000 ,3.68095 ,3.71454 ,0.01985 ,4.39180 ,4.42372 ,0.06757 ,5.26244 ,5.34967 ,0.04123 ,3178,0.04485 ,0.24662 ,0.49967 
31780000 ,3.68095 ,3.76965 ,0.03102 ,4.39180 ,4.33970 ,0.04671 ,5.26795 ,5.38262 ,0.05087 ,3179,0.04042 ,0.22766 ,0.50997 
31790000 ,3.68646 ,3.71988 ,0.03452 ,4.39731 ,4.36449 ,0.04057 ,5.26795 ,5.26981 ,0.01675 ,3180,0.05431 ,0.21214 ,0.50652 
31800000 ,3.68646 ,3.66184 ,0.02129 ,4.39731 ,4.41766 ,0.01382 ,5.26795 ,5.28141 ,0.03170 ,3181,0.04153 ,0.24605 ,0.50759 
31810000 ,3.69197 ,3.72958 ,0.04873 ,4.40282 ,4.35727 ,0.03578 ,5.27346 ,5.27474 ,0.03129 ,3182,0.05112 ,0.24329 ,0.49914 
31820000 ,3.69197 ,3.72159 ,0.01628 ,4.40282 ,4.41108 ,0.02077 ,5.27346 ,5.23120 ,0.02033 ,3183,0.05377 ,0.23226 ,0.50943 
31830000 ,3.69197 ,3.65519 ,0.02087 ,4.40282 ,4.41572 ,0.03302 ,5.27897 ,5.41757 ,0.04775 ,3184,0.05873 ,0.23706 ,0.51840 
31840000 ,3.69748 ,3.74544 ,0.03785 ,4.40282 ,4.41657 ,0.00543 ,5.27897 ,5.26105 ,0.00868 ,3185,0.04968 ,0.22989 ,0.53359 
31850000 ,3.69748 ,3.73075 ,0.03140 ,4.40833 ,4.48169 ,0.02975 ,5.27897 ,5.32755 ,0.01336 ,3186,0.06721 ,0.23352 ,0.48731 
31860000 ,3.69748 ,3.66601 ,0.06126 ,4.40833 ,4.41318 ,0.03249 ,5.27897 ,5.30824 ,0.00689 ,3187,0.08110 ,0.23045 ,0.49455 
31870000 ,3.69748 ,3.66205 ,0.01874 ,4.40833 ,4.46868 ,0.03372 ,5.28449 ,5.32004 ,0.00608 ,3188,0.05842 ,0.23526 ,0.50858 
31880000 ,3.70300 ,3.69084 ,0.02102 ,4.41384 ,4.38159 ,0.02862 ,5.28449 ,5.30272 ,0.02123 ,3189,0.06115 ,0.23901 ,0.50649 
31890000 ,3.70300 ,3.73055 ,0.04827 ,4.41384 ,4.37516 ,0.02332 ,5.28449 ,5.38866 ,0.00953 ,3190,0.05166 ,0.24264 ,0.49977 
31900000 ,3.70300 ,3.80125 ,0.00617 ,4.41384 ,4.44818 ,0.01065 ,5.29000 ,5.31854 ,0.01534 ,3191,0.07475 ,0.22306 ,0.47827 
31910000 ,3.70851 ,3.68102 ,0.06070 ,4.41935 ,4.44977 ,0.00788 ,5.29000 ,5.34671 ,0.00769 ,3192,0.08434 ,0.22995 ,0.49673 
31920000 ,3.70851 ,3.68292 ,0.03427 ,4.41935 ,4.39990 ,0.01330 ,5.29551 ,5.35547 ,0.01845 ,3193,0.06199 ,0.23475 ,0.51429 
31930000 ,3.70851 ,3.75777 ,0.02431 ,4.41935 ,4.45245 ,0.05685 ,5.29551 ,5.28561 ,0.00941 ,3194,0.06519 ,0.23851 ,0.50349 
31940000 ,3.71402 ,3.74549 ,0.03389 ,4.42486 ,4.41140 ,0.02952 ,5.30102 ,5.36778 ,0.02210 ,3195,0.07193 ,0.24213 ,0.51173 
31950000 ,3.71402 ,3.68115 ,0.01501 ,4.42486 ,4.40516 ,0.04368 ,5.30102 ,5.34723 ,0.05304 ,3196,0.06244 ,0.24017 ,0.52850 
31960000 ,3.71402 ,3.81284 ,0.03892 ,4.42486 ,4.49573 ,0.06617 ,5.30102 ,5.29011 ,0.03272 ,3197,0.05654 ,0.23209 ,0.52154 
31970000 ,3.71953 ,3.79110 ,0.00352 ,4.43037 ,4.46768 ,0.02214 ,5.30102 ,5.28575 ,0.03615 ,3198,0.07043 ,0.24244 ,0.52290 
31980000 ,3.71953 ,3.82665 ,0.01128 ,4.43037 ,4.46315 ,0.02886 ,5.30653 ,5.28843 ,0.02419 ,3199,0.04651 ,0.21724 ,0.51618 
31990000 ,3.71953 ,3.78696 ,0.00355 ,4.43037 ,4.47612 ,0.05395 ,5.30653 ,5.37452 ,0.04363 ,3200,0.04701 ,0.22658 ,0.53040 
32000000 ,3.72504 ,3.76782 ,0.01920 ,4.43588 ,4.51839 ,0.02712 ,5.31203 ,5.32810 ,0.02451 ,3201,0.03284 ,0.21066 ,0.53864 
32010000 ,3.72504 ,3.80557 ,0.02726 ,4.43588 ,4.45649 ,0.02907 ,5.31203 ,5.31825 ,0.02820 ,3202,0.05742 ,0.23417 ,0.53034 
32020000 ,3.72504 ,3.71851 ,0.02045 ,4.43588 ,4.46376 ,0.03418 ,5.31203 ,5.33757 ,0.02086 ,3203,0.05792 ,0.21549 ,0.53860 
32030000 ,3.73055 ,3.77882 ,0.01586 ,4.44139 ,4.47444 ,0.01749 ,5.31754 ,5.39923 ,0.01649 ,3204,0.04351 ,0.20612 ,0.52296 
32040000 ,3.73055 ,3.76207 ,0.02706 ,4.44139 ,4.44613 ,0.05166 ,5.31754 ,5.29815 ,0.01016 ,3205,0.07168 ,0.20540 ,0.51200 
32050000 ,3.73055 ,3.74227 ,0.04508 ,4.44690 ,4.39302 ,0.03678 ,5.31754 ,5.35776 ,0.03418 ,3206,0.05101 ,0.23392 ,0.53582 
32060000 ,3.73055 ,3.74424 ,0.00889 ,4.44690 ,4.40506 ,0.01011 ,5.32306 ,5.33746 ,0.01025 ,3207,0.04994 ,0.23320 ,0.49936 
32070000 ,3.73606 ,3.74865 ,0.05407 ,4.44690 ,4.46787 ,0.05214 ,5.32306 ,5.40859 ,0.04057 ,3208,0.04889 ,0.22703 ,0.50735 
32080000 ,3.73606 ,3.72420 ,0.00358 ,4.44690 ,4.50848 ,0.03274 ,5.32857 ,5.32906 ,0.00840 ,3209,0.04766 ,0.21076 ,0.50173 
32090000 ,3.74157 ,3.71461 ,0.02149 ,4.45241 ,4.43082 ,0.04197 ,5.32857 ,5.31641 ,0.00963 ,3210,0.05726 ,0.22393 ,0.54402 
32100000 ,3.74157 ,3.80372 ,0.04149 ,4.45241 ,4.41147 ,0.02871 ,5.32857 ,5.41007 ,0.02665 ,3211,0.06459 ,0.21784 ,0.54000 
32110000 ,3.74157 ,3.77880 ,0.01667 ,4.45241 ,4.46482 ,0.04434 ,5.33408 ,5.33580 ,0.03878 ,3212,0.07489 ,0.22226 ,0.53879 
32120000 ,3.74157 ,3.82509 ,0.06023 ,4.45792 ,4.43701 ,0.02012 ,5.33408 ,5.40090 ,0.00505 ,3213,0.06171 ,0.23159 ,0.53046 
32130000 ,3.74708 ,3.74210 ,0.04239 ,4.45792 ,4.43474 ,0.01559 ,5.33408 ,5.34288 ,0.01899 ,3214,0.05609 ,0.22638 ,0.55292 
32140000 ,3.74708 ,3.74432 ,0.04591 ,4.45792 ,4.47034 ,0.04034 ,5.33959 ,5.38289 ,0.01045 ,3215,0.05869 ,0.23956 ,0.51915 
32150000 ,3.74708 ,3.82165 ,0.02621 ,4.46343 ,4.49917 ,0.03092 ,5.33959 ,5.34887 ,0.02799 ,3216,0.03801 ,0.22099 ,0.52038 
32160000 ,3.75259 ,3.76940 ,0.04400 ,4.46343 ,4.51037 ,0.06771 ,5.34510 ,5.45384 ,0.02545 ,3217,0.06981 ,0.23135 ,0.53013 
32170000 ,3.75259 ,3.78898 ,0.01864 ,4.46894 ,4.45803 ,0.03750 ,5.34510 ,5.33780 ,0.00025 ,3218,0.07083 ,0.23532 ,0.50061 
32180000 ,3.75810 ,3.85800 ,0.01363 ,4.46894 ,4.47100 ,0.02359 ,5.34510 ,5.41965 ,0.04471 ,3219,0.06521 ,0.25003 ,0.49047 
32190000 ,3.75810 ,3.82288 ,0.02390 ,4.46894 ,4.44084 ,0.02981 ,5.35061 ,5.31805 ,0.02848 ,3220,0.06047 ,0.24195 ,0.50849 
32200000 ,3.75810 ,3.83712 ,0.02111 ,4.47445 ,4.49445 ,0.03513 ,5.35061 ,5.32535 ,0.02334 ,3221,0.06366 ,0.25230 ,0.49811 
32210000 ,3.75810 ,3.78058 ,0.02420 ,4.47445 ,4.52168 ,0.03365 ,5.35061 ,5.31860 ,0.03283 ,3222,0.04735 ,0.20981 ,0.50785 
32220000 ,3.76361 ,3.77784 ,0.01762 ,4.47445 ,4.46054 ,0.01824 ,5.35612 ,5.46606 ,0.02974 ,3223,0.08298 ,0.21915 ,0.50137 
32230000 ,3.76361 ,3.74456 ,0.01789 ,4.47445 ,4.48561 ,0.03680 ,5.35612 ,5.35862 ,0.02639 ,3224,0.09257 ,0.20323 ,0.50002 
32240000 ,3.76361 ,3.79706 ,0.02777 ,4.47996 ,4.49999 ,0.03217 ,5.36163 ,5.52648 ,0.03340 ,3225,0.07022 ,0.21994 ,0.50752 
32250000 ,3.76361 ,3.82826 ,0.03296 ,4.47996 ,4.50663 ,0.02103 ,5.36163 ,5.43889 ,0.01730 ,3226,0.07341 ,0.22928 ,0.51753 
32260000 ,3.76912 ,3.81090 ,0.02557 ,4.47996 ,4.51465 ,0.06406 ,5.36163 ,5.41741 ,0.04519 ,3227,0.08016 ,0.22407 ,0.50643 
32270000 ,3.76912 ,3.79765 ,0.01523 ,4.48547 ,4.45766 ,0.04477 ,5.36714 ,5.42283 ,0.02378 ,3228,0.07067 ,0.23724 ,0.51387 
32280000 ,3.77463 ,3.82565 ,0.00811 ,4.48547 ,4.48903 ,0.05948 ,5.36714 ,5.42333 ,0.01962 ,3229,0.07894 ,0.21868 ,0.52178 
32290000 ,3.77463 ,3.75177 ,0.03173 ,4.49098 ,4.48082 ,0.01389 ,5.36714 ,5.42772 ,0.01938 ,3230,0.05827 ,0.22903 ,0.51336 
32300000 ,3.77463 ,3.81035 ,0.04861 ,4.49098 ,4.44302 ,0.02731 ,5.36714 ,5.43000 ,0.01090 ,3231,0.05720 ,0.22021 ,0.52276 
32310000 ,3.78014 ,3.84854 ,0.02116 ,4.49098 ,4.51449 ,0.05133 ,5.37265 ,5.44298 ,0.03815 ,3232,0.04232 ,0.21878 ,0.53277 
32320000 ,3.78014 ,3.83094 ,0.01658 ,4.49650 ,4.47598 ,0.04329 ,5.37265 ,5.43301 ,0.04069 ,3233,0.04478 ,0.23076 ,0.52780 
32330000 ,3.78014 ,3.82509 ,0.02478 ,4.49650 ,4.46399 ,0.04079 ,5.37816 ,5.47106 ,0.00749 ,3234,0.02974 ,0.22949 ,0.52887 
32340000 ,3.78565 ,3.74846 ,0.03300 ,4.49650 ,4.59259 ,0.01911 ,5.37816 ,5.36278 ,0.01693 ,3235,0.05756 ,0.22136 ,0.50600 
32350000 ,3.78565 ,3.84965 ,0.02384 ,4.50201 ,4.49817 ,0.01413 ,5.38367 ,5.43129 ,0.01618 ,3236,0.06002 ,0.22616 ,0.50275 
32360000 ,3.78565 ,3.78399 ,0.03403 ,4.50201 ,4.50713 ,0.06256 ,5.38367 ,5.42102 ,0.02336 ,3237,0.04613 ,0.24658 ,0.52295 
32370000 ,3.79116 ,3.86450 ,0.00443 ,4.50201 ,4.54412 ,0.00986 ,5.38367 ,5.40710 ,0.05880 ,3238,0.04051 ,0.24766 ,0.53297 
32380000 ,3.79116 ,3.74395 ,0.00694 ,4.50752 ,4.51283 ,0.04377 ,5.38918 ,5.41282 ,0.01857 ,3239,0.03589 ,0.25802 ,0.53749 
32390000 ,3.79116 ,3.86600 ,0.02116 ,4.50752 ,4.49715 ,0.01103 ,5.38918 ,5.41766 ,0.05425 ,3240,0.02822 ,0.22540 ,0.53465 
32400000 ,3.79667 ,3.76098 ,0.03306 ,4.51303 ,4.48983 ,0.03613 ,5.39469 ,5.48359 ,0.03276 ,3241,0.05758 ,0.24126 ,0.54043 
32410000 ,3.79667 ,3.86764 ,0.01220 ,4.51303 ,4.53551 ,0.04022 ,5.39469 ,5.39578 ,0.01157 ,3242,0.05076 ,0.24164 ,0.50226 
32420000 ,3.79667 ,3.75153 ,0.03472 ,4.51303 ,4.49033 ,0.02892 ,5.39469 ,5.42391 ,0.00577 ,3243,0.04309 ,0.23773 ,0.51165 
32430000 ,3.80218 ,3.81505 ,0.02172 ,4.51854 ,4.52749 ,0.04339 ,5.40020 ,5.41758 ,0.04783 ,3244,0.06002 ,0.22498 ,0.52167 
32440000 ,3.80218 ,3.81177 ,0.03070 ,4.51854 ,4.57589 ,0.00725 ,5.40020 ,5.51819 ,0.00771 ,3245,0.06249 ,0.22426 ,0.51670 
32450000 ,3.80769 ,3.77515 ,0.00463 ,4.51854 ,4.49903 ,0.04965 ,5.40020 ,5.52108 ,0.01323 ,3246,0.04860 ,0.21808 ,0.51776 
32460000 ,3.80769 ,3.85783 ,0.02885 ,4.52405 ,4.46524 ,0.03871 ,5.40571 ,5.46491 ,0.02743 ,3247,0.04298 ,0.22345 ,0.51246 
32470000 ,3.80769 ,3.87232 ,0.02022 ,4.52405 ,4.54405 ,0.05383 ,5.40571 ,5.41184 ,0.01899 ,3248,0.03835 ,0.23783 ,0.52141 
32480000 ,3.80769 ,3.87465 ,0.03244 ,4.52405 ,4.52692 ,0.04663 ,5.41122 ,5.58036 ,0.00866 ,3249,0.03068 ,0.22974 ,0.53142 
32490000 ,3.81320 ,3.85786 ,0.01704 ,4.52956 ,4.57429 ,0.01511 ,5.41122 ,5.43890 ,0.01550 ,3250,0.07049 ,0.24010 ,0.52771 
32500000 ,3.81320 ,3.79578 ,0.05976 ,4.52956 ,4.49664 ,0.01934 ,5.41122 ,5.41040 ,0.02318 ,3251,0.06487 ,0.23455 ,0.53595 
32510000 ,3.81320 ,3.84632 ,0.04445 ,4.53507 ,4.51198 ,0.01539 ,5.41673 ,5.44569 ,0.02915 ,3252,0.04701 ,0.23564 ,0.53499 
32520000 ,3.81320 ,3.85172 ,0.04009 ,4.53507 ,4.55256 ,0.02427 ,5.41673 ,5.42477 ,0.00641 ,3253,0.07251 ,0.24599 ,0.53605 
32530000 ,3.81872 ,3.86294 ,0.03436 ,4.53507 ,4.57069 ,0.05289 ,5.41673 ,5.48140 ,0.01020 ,3254,0.06484 ,0.22065 ,0.54183 
32540000 ,3.81872 ,3.85733 ,0.01842 ,4.53507 ,4.56807 ,0.05031 ,5.42224 ,5.45712 ,0.01574 ,3255,0.05997 ,0.21926 ,0.49164 
