j,"S_th(0,0)","S_exp(0,0)-M","S_exp(0,0)-SD","S_th(-10,10)","S_exp(-10,10)-M","S_exp(-10,10)-SD","S_th(15,-15)","S_exp(15,-15)-M","S_exp(15,-15)-SD",j_subfigure,"S_subfigure(0,0)","S_subfigure(-10,10)","S_subfigure(15,-15)"
29550000 ,3.33931 ,3.42974 ,0.05302 ,4.02811 ,4.07785 ,0.04897 ,4.87120 ,4.92133 ,0.03248 ,2956,0.04556 ,0.22363 ,0.52117 
29560000 ,3.33931 ,3.36013 ,0.00552 ,4.03362 ,4.06275 ,0.03774 ,4.87120 ,4.95242 ,0.04010 ,2957,0.04973 ,0.22672 ,0.52846 
29570000 ,3.33931 ,3.32716 ,0.06768 ,4.03362 ,4.08283 ,0.02561 ,4.87120 ,4.89574 ,0.02586 ,2958,0.03291 ,0.22218 ,0.52953 
29580000 ,3.34482 ,3.36377 ,0.03477 ,4.03362 ,3.98926 ,0.04718 ,4.87671 ,4.89555 ,0.01063 ,2959,0.02295 ,0.19490 ,0.53419 
29590000 ,3.34482 ,3.34610 ,0.04360 ,4.03362 ,4.07535 ,0.00797 ,4.87671 ,4.92251 ,0.02372 ,2960,0.02345 ,0.19347 ,0.53526 
29600000 ,3.34482 ,3.43343 ,0.02062 ,4.03913 ,4.01657 ,0.03326 ,4.87671 ,4.98457 ,0.01604 ,2961,0.04937 ,0.19623 ,0.54103 
29610000 ,3.34482 ,3.31276 ,0.01080 ,4.03913 ,4.02853 ,0.00753 ,4.88222 ,4.91395 ,0.03926 ,2962,0.01955 ,0.21361 ,0.50293 
29620000 ,3.34482 ,3.41822 ,0.02381 ,4.03913 ,4.02052 ,0.02717 ,4.88222 ,4.89383 ,0.02777 ,2963,0.02005 ,0.21217 ,0.51363 
29630000 ,3.35033 ,3.39304 ,0.01804 ,4.03913 ,4.06481 ,0.02388 ,4.88222 ,4.88778 ,0.00891 ,2964,0.03308 ,0.22403 ,0.51138 
29640000 ,3.35033 ,3.40832 ,0.02249 ,4.04464 ,4.08875 ,0.04271 ,4.88222 ,4.89544 ,0.01070 ,2965,0.02746 ,0.19635 ,0.52383 
29650000 ,3.35033 ,3.36905 ,0.00233 ,4.04464 ,4.10024 ,0.05372 ,4.88773 ,4.98922 ,0.01648 ,2966,0.04608 ,0.19492 ,0.53168 
29660000 ,3.35033 ,3.34908 ,0.04378 ,4.04464 ,4.10114 ,0.02746 ,4.88773 ,4.97448 ,0.01908 ,2967,0.04849 ,0.19768 ,0.53967 
29670000 ,3.35584 ,3.37818 ,0.02158 ,4.05015 ,4.05111 ,0.05393 ,4.88773 ,5.00229 ,0.02329 ,2968,0.05346 ,0.22979 ,0.53295 
29680000 ,3.35584 ,3.34764 ,0.03700 ,4.05015 ,3.97647 ,0.03209 ,4.88773 ,4.93173 ,0.01033 ,2969,0.04441 ,0.22961 ,0.49457 
29690000 ,3.35584 ,3.38010 ,0.02841 ,4.05015 ,4.01354 ,0.02293 ,4.89324 ,4.94478 ,0.05239 ,2970,0.04775 ,0.20638 ,0.50860 
29700000 ,3.36135 ,3.36990 ,0.02677 ,4.05015 ,4.01239 ,0.02215 ,4.89324 ,4.96389 ,0.02880 ,2971,0.03779 ,0.20408 ,0.50832 
29710000 ,3.36135 ,3.37366 ,0.05315 ,4.05566 ,3.99862 ,0.04183 ,4.89875 ,4.88557 ,0.01700 ,2972,0.03829 ,0.20365 ,0.50467 
29720000 ,3.36135 ,3.36644 ,0.03743 ,4.05566 ,3.96133 ,0.04148 ,4.89875 ,4.96941 ,0.03499 ,2973,0.05618 ,0.20889 ,0.51266 
29730000 ,3.36135 ,3.43261 ,0.03795 ,4.05566 ,4.06515 ,0.01202 ,4.89875 ,4.91471 ,0.02323 ,2974,0.05668 ,0.20745 ,0.50807 
29740000 ,3.36686 ,3.41214 ,0.02535 ,4.05566 ,4.07567 ,0.01409 ,4.90426 ,4.94668 ,0.05366 ,2975,0.04227 ,0.21491 ,0.52183 
29750000 ,3.36686 ,3.33475 ,0.01309 ,4.06117 ,4.05641 ,0.03517 ,4.90426 ,5.01821 ,0.01313 ,2976,0.02435 ,0.21419 ,0.51228 
29760000 ,3.36686 ,3.39091 ,0.04296 ,4.06117 ,3.99053 ,0.01926 ,4.90426 ,4.91157 ,0.00806 ,2977,0.02931 ,0.20354 ,0.52229 
29770000 ,3.36686 ,3.38750 ,0.01932 ,4.06117 ,4.04603 ,0.02540 ,4.90426 ,4.90661 ,0.05907 ,2978,0.03341 ,0.21539 ,0.50883 
29780000 ,3.37237 ,3.40964 ,0.02379 ,4.06117 ,4.12365 ,0.05400 ,4.90978 ,4.95128 ,0.03288 ,2979,0.05456 ,0.21309 ,0.52287 
29790000 ,3.37237 ,3.41617 ,0.03648 ,4.06668 ,4.08133 ,0.02292 ,4.90978 ,4.99046 ,0.04333 ,2980,0.05872 ,0.22348 ,0.51520 
29800000 ,3.37237 ,3.41205 ,0.02021 ,4.06668 ,4.00250 ,0.04977 ,4.90978 ,4.93189 ,0.04872 ,2981,0.02474 ,0.22276 ,0.52896 
29810000 ,3.37237 ,3.40705 ,0.01382 ,4.06668 ,4.09649 ,0.04665 ,4.91529 ,4.95316 ,0.04731 ,2982,0.02524 ,0.22976 ,0.52653 
29820000 ,3.37788 ,3.39215 ,0.01801 ,4.07219 ,4.07263 ,0.02223 ,4.91529 ,4.98566 ,0.01166 ,2983,0.03827 ,0.23112 ,0.52990 
29830000 ,3.37788 ,3.45227 ,0.03328 ,4.07219 ,4.07276 ,0.01584 ,4.91529 ,4.92858 ,0.02165 ,2984,0.03265 ,0.22479 ,0.52904 
29840000 ,3.37788 ,3.39599 ,0.02841 ,4.07219 ,4.09599 ,0.05638 ,4.91529 ,4.95370 ,0.00570 ,2985,0.04785 ,0.21375 ,0.53563 
29850000 ,3.37788 ,3.39842 ,0.04280 ,4.07219 ,4.06721 ,0.01590 ,4.92080 ,5.04163 ,0.03583 ,2986,0.05282 ,0.21903 ,0.53400 
29860000 ,3.38339 ,3.43961 ,0.04000 ,4.07770 ,4.09455 ,0.04259 ,4.92080 ,4.94166 ,0.02499 ,2987,0.04376 ,0.23049 ,0.54273 
29870000 ,3.38339 ,3.43159 ,0.06248 ,4.07770 ,4.07285 ,0.01671 ,4.92080 ,4.96032 ,0.00082 ,2988,0.05258 ,0.21632 ,0.54610 
29880000 ,3.38339 ,3.41736 ,0.01702 ,4.07770 ,4.15653 ,0.03427 ,4.92631 ,5.01695 ,0.02910 ,2989,0.05308 ,0.21810 ,0.49762 
29890000 ,3.38339 ,3.44494 ,0.02494 ,4.08322 ,4.10412 ,0.02719 ,4.92631 ,4.97233 ,0.00772 ,2990,0.03867 ,0.21792 ,0.50833 
29900000 ,3.38890 ,3.37927 ,0.03530 ,4.08322 ,4.13014 ,0.03511 ,4.92631 ,4.91995 ,0.00510 ,2991,0.06098 ,0.22661 ,0.50313 
29910000 ,3.38890 ,3.44606 ,0.02645 ,4.08322 ,4.04914 ,0.03590 ,4.93182 ,5.04977 ,0.04237 ,2992,0.05536 ,0.21487 ,0.51113 
29920000 ,3.38890 ,3.47185 ,0.00307 ,4.08322 ,4.05424 ,0.02442 ,4.93182 ,4.91411 ,0.02639 ,2993,0.03750 ,0.23590 ,0.50653 
29930000 ,3.39441 ,3.47182 ,0.02525 ,4.08873 ,4.05981 ,0.01261 ,4.93182 ,5.06937 ,0.01248 ,2994,0.01608 ,0.23360 ,0.51075 
29940000 ,3.39441 ,3.46399 ,0.06834 ,4.08873 ,4.05594 ,0.03472 ,4.93182 ,5.05414 ,0.01716 ,2995,0.01395 ,0.24902 ,0.52076 
29950000 ,3.39441 ,3.49264 ,0.00936 ,4.08873 ,4.04573 ,0.03146 ,4.93733 ,4.99240 ,0.03770 ,2996,0.01891 ,0.24633 ,0.53132 
29960000 ,3.39441 ,3.47436 ,0.02108 ,4.09424 ,4.09554 ,0.01155 ,4.93733 ,4.94880 ,0.01779 ,2997,0.02000 ,0.22953 ,0.52691 
29970000 ,3.39992 ,3.42589 ,0.01761 ,4.09424 ,4.07475 ,0.03215 ,4.93733 ,4.94534 ,0.04457 ,2998,0.01758 ,0.23138 ,0.54067 
29980000 ,3.39992 ,3.43989 ,0.01860 ,4.09424 ,4.12498 ,0.01969 ,4.94284 ,4.95785 ,0.02003 ,2999,0.03147 ,0.21823 ,0.54388 
29990000 ,3.39992 ,3.47094 ,0.03979 ,4.09424 ,4.10127 ,0.02301 ,4.94284 ,4.95562 ,0.02250 ,3000,0.01984 ,0.21592 ,0.52247 
30000000 ,3.39992 ,3.45401 ,0.03775 ,4.09975 ,4.11475 ,0.04044 ,4.94284 ,5.02178 ,0.02463 ,3001,0.02481 ,0.21550 ,0.53142 
30010000 ,3.40544 ,3.43035 ,0.02525 ,4.09975 ,4.08372 ,0.04106 ,4.94835 ,5.03084 ,0.02901 ,3002,0.02038 ,0.21820 ,0.54143 
30020000 ,3.40544 ,3.43915 ,0.05996 ,4.09975 ,4.13576 ,0.01006 ,4.94835 ,4.96154 ,0.01163 ,3003,0.03427 ,0.22697 ,0.53772 
30030000 ,3.41095 ,3.44599 ,0.03925 ,4.09975 ,4.14323 ,0.04189 ,4.94835 ,5.01041 ,0.05143 ,3004,0.02149 ,0.22245 ,0.54596 
30040000 ,3.41095 ,3.46571 ,0.04401 ,4.10526 ,4.16037 ,0.02208 ,4.95386 ,5.03756 ,0.01903 ,3005,0.03108 ,0.23534 ,0.54584 
30050000 ,3.41095 ,3.45779 ,0.03286 ,4.10526 ,4.13015 ,0.02149 ,4.95386 ,5.11648 ,0.01656 ,3006,0.01584 ,0.23082 ,0.49937 
30060000 ,3.41095 ,3.43284 ,0.06285 ,4.10526 ,4.11084 ,0.03082 ,4.95386 ,5.01856 ,0.01129 ,3007,0.02539 ,0.22810 ,0.50661 
30070000 ,3.41095 ,3.42134 ,0.03062 ,4.11077 ,4.04064 ,0.03035 ,4.95386 ,4.99213 ,0.03338 ,3008,0.02439 ,0.22579 ,0.52064 
30080000 ,3.41646 ,3.47324 ,0.00987 ,4.11077 ,4.09674 ,0.01422 ,4.95937 ,4.97721 ,0.03982 ,3009,0.03474 ,0.22680 ,0.51855 
30090000 ,3.41646 ,3.44229 ,0.03395 ,4.11077 ,4.13050 ,0.05481 ,4.95937 ,4.99221 ,0.02703 ,3010,0.03826 ,0.23188 ,0.51183 
30100000 ,3.41646 ,3.39906 ,0.00802 ,4.11628 ,4.12909 ,0.01271 ,4.95937 ,4.98578 ,0.02597 ,3011,0.04072 ,0.23928 ,0.49033 
30110000 ,3.41646 ,3.42364 ,0.04217 ,4.11628 ,4.08593 ,0.02905 ,4.96488 ,4.96401 ,0.04311 ,3012,0.02818 ,0.23910 ,0.50879 
30120000 ,3.42196 ,3.45765 ,0.03743 ,4.11628 ,4.13114 ,0.03486 ,4.96488 ,4.95519 ,0.02379 ,3013,0.03772 ,0.23590 ,0.52635 
30130000 ,3.42196 ,3.44319 ,0.04823 ,4.11628 ,4.16373 ,0.01274 ,4.96488 ,4.94885 ,0.01404 ,3014,0.02706 ,0.23138 ,0.51555 
30140000 ,3.42196 ,3.38960 ,0.05120 ,4.12179 ,4.13686 ,0.04855 ,4.97039 ,4.97512 ,0.04150 ,3015,0.03677 ,0.22949 ,0.52379 
30150000 ,3.42747 ,3.48328 ,0.02841 ,4.12179 ,4.13621 ,0.01283 ,4.97039 ,4.99478 ,0.03981 ,3016,0.03115 ,0.22877 ,0.54055 
30160000 ,3.42747 ,3.41004 ,0.01278 ,4.12179 ,4.11342 ,0.03558 ,4.97039 ,5.08209 ,0.02758 ,3017,0.03072 ,0.22260 ,0.53360 
30170000 ,3.42747 ,3.45624 ,0.01512 ,4.12179 ,4.15333 ,0.02524 ,4.97039 ,5.02035 ,0.04477 ,3018,0.03641 ,0.25183 ,0.53495 
30180000 ,3.42747 ,3.43884 ,0.02120 ,4.12730 ,4.11418 ,0.00884 ,4.97590 ,4.97845 ,0.01187 ,3019,0.02874 ,0.26100 ,0.52824 
30190000 ,3.43298 ,3.41569 ,0.04544 ,4.12730 ,4.10574 ,0.00988 ,4.97590 ,4.96429 ,0.03996 ,3020,0.04600 ,0.25117 ,0.54245 
30200000 ,3.43298 ,3.43883 ,0.02894 ,4.12730 ,4.10402 ,0.02177 ,4.97590 ,5.08851 ,0.01657 ,3021,0.04846 ,0.22435 ,0.55069 
30210000 ,3.43298 ,3.42378 ,0.04582 ,4.13281 ,4.10811 ,0.03948 ,4.98141 ,4.97986 ,0.03812 ,3022,0.03457 ,0.22612 ,0.54240 
30220000 ,3.43298 ,3.49958 ,0.03229 ,4.13281 ,4.16816 ,0.04541 ,4.98141 ,5.00216 ,0.01338 ,3023,0.02895 ,0.22594 ,0.55065 
30230000 ,3.43298 ,3.48299 ,0.01553 ,4.13281 ,4.13023 ,0.02041 ,4.98141 ,5.06411 ,0.04294 ,3024,0.02433 ,0.23464 ,0.50734 
30240000 ,3.43849 ,3.44435 ,0.06522 ,4.13281 ,4.16343 ,0.03775 ,4.98692 ,5.13201 ,0.05383 ,3025,0.01666 ,0.23700 ,0.52138 
30250000 ,3.43849 ,3.50560 ,0.01161 ,4.13832 ,4.17446 ,0.03871 ,4.98692 ,4.99123 ,0.03147 ,3026,0.03486 ,0.24617 ,0.51370 
30260000 ,3.44401 ,3.54140 ,0.02960 ,4.13832 ,4.16147 ,0.05398 ,4.98692 ,5.04601 ,0.02612 ,3027,0.03728 ,0.23634 ,0.52746 
30270000 ,3.44401 ,3.41398 ,0.05385 ,4.13832 ,4.11257 ,0.03470 ,4.98692 ,5.06374 ,0.03519 ,3028,0.04224 ,0.23272 ,0.52504 
30280000 ,3.44401 ,3.42078 ,0.05250 ,4.14383 ,4.18227 ,0.03362 ,4.99243 ,4.98347 ,0.03683 ,3029,0.03319 ,0.23519 ,0.52841 
30290000 ,3.44401 ,3.49538 ,0.04232 ,4.14383 ,4.11093 ,0.03455 ,4.99243 ,5.11930 ,0.02513 ,3030,0.03045 ,0.24177 ,0.52033 
30300000 ,3.44952 ,3.49929 ,0.01237 ,4.14383 ,4.13724 ,0.02276 ,4.99794 ,4.98991 ,0.01310 ,3031,0.02802 ,0.19401 ,0.53409 
30310000 ,3.44952 ,3.48037 ,0.00830 ,4.14383 ,4.12084 ,0.04059 ,4.99794 ,5.02776 ,0.03146 ,3032,0.04191 ,0.19596 ,0.53730 
30320000 ,3.44952 ,3.55036 ,0.01590 ,4.14934 ,4.17931 ,0.02864 ,4.99794 ,5.03951 ,0.02862 ,3033,0.02971 ,0.19365 ,0.53679 
30330000 ,3.44952 ,3.46329 ,0.03439 ,4.14934 ,4.16908 ,0.03442 ,4.99794 ,5.07539 ,0.01486 ,3034,0.03925 ,0.20512 ,0.54016 
30340000 ,3.45503 ,3.39951 ,0.01378 ,4.14934 ,4.12043 ,0.02047 ,5.00345 ,5.02801 ,0.03461 ,3035,0.02859 ,0.19805 ,0.54640 
30350000 ,3.45503 ,3.48520 ,0.04072 ,4.15485 ,4.22418 ,0.02308 ,5.00345 ,4.99919 ,0.04057 ,3036,0.03830 ,0.19854 ,0.52282 
30360000 ,3.45503 ,3.47767 ,0.02852 ,4.15485 ,4.18785 ,0.02422 ,5.00345 ,5.04383 ,0.01704 ,3037,0.03268 ,0.21006 ,0.53081 
30370000 ,3.46054 ,3.53314 ,0.04183 ,4.15485 ,4.18666 ,0.01372 ,5.00345 ,5.01941 ,0.02405 ,3038,0.03856 ,0.19756 ,0.52409 
30380000 ,3.46054 ,3.48800 ,0.03241 ,4.16036 ,4.11998 ,0.02164 ,5.00896 ,5.02217 ,0.04446 ,3039,0.04939 ,0.23921 ,0.52502 
30390000 ,3.46054 ,3.55994 ,0.02599 ,4.16036 ,4.20290 ,0.03868 ,5.00896 ,5.05911 ,0.03481 ,3040,0.05711 ,0.23492 ,0.53161 
30400000 ,3.46054 ,3.50529 ,0.03428 ,4.16036 ,4.19076 ,0.04834 ,5.01447 ,4.97495 ,0.01321 ,3041,0.07100 ,0.21477 ,0.52998 
30410000 ,3.46054 ,3.42228 ,0.01529 ,4.16036 ,4.14191 ,0.03575 ,5.01447 ,5.07928 ,0.01135 ,3042,0.04831 ,0.24935 ,0.53870 
30420000 ,3.46605 ,3.48329 ,0.03902 ,4.16587 ,4.15044 ,0.03481 ,5.01447 ,5.00828 ,0.01098 ,3043,0.05104 ,0.21892 ,0.54208 
30430000 ,3.46605 ,3.50770 ,0.03440 ,4.16587 ,4.17694 ,0.03751 ,5.01447 ,5.02823 ,0.01830 ,3044,0.04156 ,0.24228 ,0.51983 
30440000 ,3.46605 ,3.42056 ,0.04278 ,4.16587 ,4.23549 ,0.01925 ,5.01999 ,5.03020 ,0.01302 ,3045,0.05836 ,0.24708 ,0.52878 
30450000 ,3.46605 ,3.45614 ,0.00200 ,4.17138 ,4.21162 ,0.03009 ,5.01999 ,5.15939 ,0.03756 ,3046,0.05274 ,0.24276 ,0.53508 
30460000 ,3.47156 ,3.47534 ,0.03394 ,4.17138 ,4.24163 ,0.03611 ,5.01999 ,5.04846 ,0.01286 ,3047,0.03488 ,0.23565 ,0.54332 
30470000 ,3.47156 ,3.52965 ,0.00810 ,4.17138 ,4.15319 ,0.03578 ,5.02550 ,5.06290 ,0.02007 ,3048,0.02655 ,0.24045 ,0.54320 
30480000 ,3.47707 ,3.50858 ,0.02490 ,4.17138 ,4.17073 ,0.01711 ,5.02550 ,5.07100 ,0.03722 ,3049,0.03223 ,0.24392 ,0.53718 
30490000 ,3.47707 ,3.52810 ,0.01812 ,4.17689 ,4.14569 ,0.01783 ,5.03101 ,5.11382 ,0.04513 ,3050,0.02456 ,0.23816 ,0.54468 
30500000 ,3.47707 ,3.45662 ,0.01735 ,4.17689 ,4.22327 ,0.06136 ,5.03101 ,5.01783 ,0.02362 ,3051,0.04179 ,0.22554 ,0.54463 
30510000 ,3.47707 ,3.42259 ,0.01865 ,4.17689 ,4.19888 ,0.03699 ,5.03101 ,5.13085 ,0.04036 ,3052,0.03124 ,0.24331 ,0.55288 
30520000 ,3.48258 ,3.43615 ,0.03054 ,4.18240 ,4.21914 ,0.02416 ,5.03101 ,5.05267 ,0.00188 ,3053,0.03621 ,0.24811 ,0.53763 
30530000 ,3.48258 ,3.52796 ,0.01988 ,4.18240 ,4.13903 ,0.03904 ,5.03652 ,5.08369 ,0.00875 ,3054,0.03178 ,0.21912 ,0.54100 
30540000 ,3.48258 ,3.53022 ,0.03469 ,4.18240 ,4.14099 ,0.03209 ,5.03652 ,5.08266 ,0.00644 ,3055,0.04567 ,0.21772 ,0.54724 
30550000 ,3.48258 ,3.44495 ,0.01625 ,4.18240 ,4.21400 ,0.01333 ,5.03652 ,5.09613 ,0.04380 ,3056,0.03289 ,0.20961 ,0.51837 
30560000 ,3.48809 ,3.54485 ,0.02131 ,4.18791 ,4.18230 ,0.02199 ,5.04203 ,5.04464 ,0.03741 ,3057,0.04248 ,0.20509 ,0.50028 
30570000 ,3.48809 ,3.57211 ,0.05138 ,4.18791 ,4.17430 ,0.02650 ,5.04203 ,5.00960 ,0.01116 ,3058,0.04513 ,0.20420 ,0.51002 
30580000 ,3.48809 ,3.47757 ,0.02300 ,4.18791 ,4.21505 ,0.04183 ,5.04203 ,5.07647 ,0.01297 ,3059,0.05009 ,0.21833 ,0.50305 
30590000 ,3.49360 ,3.47312 ,0.04781 ,4.18791 ,4.25238 ,0.03734 ,5.04754 ,5.09417 ,0.06589 ,3060,0.04104 ,0.21129 ,0.49974 
30600000 ,3.49360 ,3.49177 ,0.01132 ,4.19342 ,4.16904 ,0.04122 ,5.04754 ,5.07296 ,0.01252 ,3061,0.05857 ,0.20530 ,0.50948 
30610000 ,3.49360 ,3.54132 ,0.03896 ,4.19342 ,4.21705 ,0.01514 ,5.04754 ,5.08635 ,0.01954 ,3062,0.07246 ,0.21463 ,0.50914 
30620000 ,3.49911 ,3.55266 ,0.00516 ,4.19342 ,4.21914 ,0.04071 ,5.05305 ,5.09236 ,0.04596 ,3063,0.04978 ,0.19872 ,0.51418 
30630000 ,3.49911 ,3.51114 ,0.04911 ,4.19893 ,4.18911 ,0.02809 ,5.05305 ,5.05205 ,0.03483 ,3064,0.05251 ,0.22223 ,0.51524 
30640000 ,3.49911 ,3.50403 ,0.00821 ,4.19893 ,4.20851 ,0.03644 ,5.05305 ,5.13168 ,0.03067 ,3065,0.04302 ,0.21369 ,0.52343 
30650000 ,3.49911 ,3.53467 ,0.03259 ,4.19893 ,4.17235 ,0.01723 ,5.05856 ,5.07309 ,0.05318 ,3066,0.06611 ,0.21230 ,0.53073 
30660000 ,3.49911 ,3.51703 ,0.00347 ,4.20444 ,4.20730 ,0.01864 ,5.05856 ,5.12036 ,0.01084 ,3067,0.07570 ,0.20564 ,0.53179 
30670000 ,3.50462 ,3.52741 ,0.01848 ,4.20444 ,4.20855 ,0.00788 ,5.05856 ,5.19906 ,0.04124 ,3068,0.05335 ,0.20492 ,0.52168 
30680000 ,3.50462 ,3.51391 ,0.04607 ,4.20444 ,4.24487 ,0.01145 ,5.06407 ,5.11634 ,0.02804 ,3069,0.05655 ,0.21493 ,0.50097 
30690000 ,3.50462 ,3.55691 ,0.04198 ,4.20444 ,4.22506 ,0.01440 ,5.06407 ,5.07533 ,0.05022 ,3070,0.06329 ,0.21224 ,0.51071 
30700000 ,3.51013 ,3.54356 ,0.03210 ,4.20995 ,4.20445 ,0.03845 ,5.06407 ,5.07137 ,0.02678 ,3071,0.05380 ,0.23048 ,0.51037 
30710000 ,3.51013 ,3.53317 ,0.03418 ,4.20995 ,4.19026 ,0.00615 ,5.06958 ,5.07935 ,0.03431 ,3072,0.04656 ,0.22976 ,0.51541 
30720000 ,3.51013 ,3.46665 ,0.03425 ,4.20995 ,4.22204 ,0.02542 ,5.06958 ,5.08529 ,0.03433 ,3073,0.04902 ,0.22508 ,0.51648 
30730000 ,3.51013 ,3.54774 ,0.04847 ,4.21546 ,4.14922 ,0.04001 ,5.06958 ,5.04843 ,0.01011 ,3074,0.03513 ,0.23425 ,0.51117 
30740000 ,3.51564 ,3.52348 ,0.01929 ,4.21546 ,4.20783 ,0.03231 ,5.06958 ,5.19682 ,0.00531 ,3075,0.02951 ,0.23444 ,0.52012 
30750000 ,3.51564 ,3.56384 ,0.00548 ,4.21546 ,4.22391 ,0.02539 ,5.07509 ,5.08466 ,0.00732 ,3076,0.02489 ,0.23175 ,0.52642 
30760000 ,3.51564 ,3.46623 ,0.02524 ,4.21546 ,4.31497 ,0.03196 ,5.07509 ,5.08967 ,0.02093 ,3077,0.01722 ,0.22548 ,0.53466 
30770000 ,3.51564 ,3.56762 ,0.00474 ,4.22097 ,4.24089 ,0.01867 ,5.08060 ,5.14626 ,0.00609 ,3078,0.05703 ,0.23465 ,0.53454 
30780000 ,3.52115 ,3.57550 ,0.05500 ,4.22097 ,4.26238 ,0.02875 ,5.08060 ,5.07096 ,0.01808 ,3079,0.05141 ,0.20723 ,0.53370 
30790000 ,3.52115 ,3.53955 ,0.03766 ,4.22648 ,4.18880 ,0.04661 ,5.08060 ,5.21772 ,0.04248 ,3080,0.03355 ,0.20019 ,0.53477 
30800000 ,3.52666 ,3.52108 ,0.04260 ,4.22648 ,4.17807 ,0.04041 ,5.08060 ,5.15234 ,0.02973 ,3081,0.05904 ,0.23162 ,0.54054 
30810000 ,3.52666 ,3.53393 ,0.05185 ,4.22648 ,4.21907 ,0.05426 ,5.08611 ,5.17349 ,0.03267 ,3082,0.05138 ,0.22893 ,0.52053 
30820000 ,3.52666 ,3.53104 ,0.03176 ,4.22648 ,4.22309 ,0.03420 ,5.08611 ,5.19338 ,0.01242 ,3083,0.04651 ,0.22266 ,0.52783 
30830000 ,3.52666 ,3.53763 ,0.02293 ,4.23200 ,4.22787 ,0.01336 ,5.08611 ,5.06601 ,0.02456 ,3084,0.03157 ,0.23183 ,0.52889 
30840000 ,3.53217 ,3.50334 ,0.04316 ,4.23200 ,4.22627 ,0.01972 ,5.08611 ,5.12448 ,0.04096 ,3085,0.02914 ,0.22516 ,0.53356 
30850000 ,3.53217 ,3.58540 ,0.05789 ,4.23200 ,4.26748 ,0.04541 ,5.09162 ,5.15584 ,0.00777 ,3086,0.04303 ,0.22392 ,0.53462 
30860000 ,3.53217 ,3.55984 ,0.04923 ,4.23200 ,4.30318 ,0.04027 ,5.09162 ,5.15868 ,0.02718 ,3087,0.03866 ,0.21119 ,0.54040 
30870000 ,3.53217 ,3.56855 ,0.02579 ,4.23751 ,4.24193 ,0.03554 ,5.09713 ,5.08719 ,0.00802 ,3088,0.02870 ,0.20976 ,0.51973 
30880000 ,3.53768 ,3.54084 ,0.01248 ,4.23751 ,4.22813 ,0.01151 ,5.09713 ,5.10909 ,0.05258 ,3089,0.02920 ,0.22339 ,0.53043 
30890000 ,3.53768 ,3.58161 ,0.03741 ,4.23751 ,4.22795 ,0.02508 ,5.09713 ,5.09916 ,0.02539 ,3090,0.03823 ,0.23353 ,0.51537 
30900000 ,3.54319 ,3.52468 ,0.01109 ,4.24302 ,4.26660 ,0.04068 ,5.10264 ,5.10430 ,0.05350 ,3091,0.04392 ,0.20539 ,0.51247 
30910000 ,3.54319 ,3.54544 ,0.01384 ,4.24302 ,4.23919 ,0.05138 ,5.10264 ,5.20703 ,0.01417 ,3092,0.03625 ,0.21473 ,0.50604 
30920000 ,3.54319 ,3.62886 ,0.00118 ,4.24302 ,4.31698 ,0.04311 ,5.10264 ,5.14395 ,0.02947 ,3093,0.04620 ,0.20850 ,0.52008 
30930000 ,3.54319 ,3.58583 ,0.01461 ,4.24853 ,4.27626 ,0.00736 ,5.10815 ,5.14823 ,0.00448 ,3094,0.06009 ,0.20454 ,0.51910 
30940000 ,3.54319 ,3.57158 ,0.00660 ,4.24853 ,4.27357 ,0.00091 ,5.10815 ,5.15474 ,0.04249 ,3095,0.03616 ,0.22426 ,0.52003 
30950000 ,3.54870 ,3.58616 ,0.05125 ,4.24853 ,4.22931 ,0.02089 ,5.10815 ,5.14988 ,0.04064 ,3096,0.03666 ,0.21489 ,0.52726 
30960000 ,3.54870 ,3.55191 ,0.01826 ,4.25404 ,4.27937 ,0.01335 ,5.11366 ,5.09192 ,0.00619 ,3097,0.04317 ,0.21417 ,0.54129 
30970000 ,3.54870 ,3.56170 ,0.01939 ,4.25404 ,4.26187 ,0.01794 ,5.11366 ,5.10517 ,0.00775 ,3098,0.02249 ,0.21810 ,0.53920 
30980000 ,3.54870 ,3.51977 ,0.02584 ,4.25404 ,4.30882 ,0.01843 ,5.11366 ,5.23711 ,0.04088 ,3099,0.05135 ,0.22743 ,0.53248 
30990000 ,3.55422 ,3.52275 ,0.00347 ,4.25404 ,4.27367 ,0.01764 ,5.11366 ,5.17408 ,0.02977 ,3100,0.04453 ,0.21152 ,0.54875 
31000000 ,3.55422 ,3.62289 ,0.05010 ,4.25955 ,4.27209 ,0.01700 ,5.11917 ,5.20284 ,0.03454 ,3101,0.03686 ,0.22685 ,0.49264 
31010000 ,3.55973 ,3.56852 ,0.03307 ,4.25955 ,4.20191 ,0.03601 ,5.11917 ,5.18659 ,0.04944 ,3102,0.03872 ,0.22542 ,0.48785 
31020000 ,3.55973 ,3.59686 ,0.03849 ,4.25955 ,4.17287 ,0.03011 ,5.11917 ,5.16729 ,0.01861 ,3103,0.02876 ,0.23288 ,0.49585 
31030000 ,3.55973 ,3.64157 ,0.02497 ,4.26506 ,4.30473 ,0.02431 ,5.12468 ,5.12893 ,0.03817 ,3104,0.02926 ,0.23216 ,0.49142 
31040000 ,3.55973 ,3.52995 ,0.02360 ,4.26506 ,4.27151 ,0.03100 ,5.12468 ,5.24552 ,0.00850 ,3105,0.04715 ,0.22151 ,0.48128 
