"S(0,0)","S_NAG(0,0)"
-0.08831 ,0.02906 
-0.08725 ,0.02906 
-0.12296 ,0.02906 
-0.14163 ,0.02906 
0.03745 ,0.02906 
-0.00354 ,0.02906 
-0.04629 ,0.02906 
-0.14466 ,0.02906 
-0.15238 ,0.02906 
-0.04653 ,0.02906 
-0.12450 ,0.02906 
-0.12159 ,0.02906 
-0.00610 ,0.02906 
-0.02672 ,0.02907 
-0.05346 ,0.02907 
-0.12374 ,0.02907 
-0.16671 ,0.02907 
0.01304 ,0.02907 
-0.13807 ,0.02907 
-0.13193 ,0.02907 
-0.03304 ,0.02907 
0.05331 ,0.02908 
-0.09785 ,0.02908 
0.01704 ,0.02908 
-0.02482 ,0.02908 
-0.11369 ,0.02908 
-0.05630 ,0.02909 
-0.14510 ,0.02909 
-0.08786 ,0.02909 
-0.05944 ,0.02909 
-0.01172 ,0.02909 
-0.12358 ,0.02909 
0.03644 ,0.02909 
-0.16088 ,0.02910 
-0.12782 ,0.02910 
-0.08247 ,0.02910 
-0.11569 ,0.02910 
0.01118 ,0.02910 
-0.11820 ,0.02910 
-0.09770 ,0.02910 
-0.10963 ,0.02911 
0.03565 ,0.02911 
0.01028 ,0.02911 
-0.11914 ,0.02911 
0.06015 ,0.02911 
-0.13178 ,0.02911 
-0.14753 ,0.02911 
-0.10348 ,0.02912 
0.06184 ,0.02912 
-0.07069 ,0.02912 
-0.13095 ,0.02912 
-0.11672 ,0.02912 
-0.07239 ,0.02912 
-0.14045 ,0.02913 
-0.10492 ,0.02913 
-0.12395 ,0.02913 
-0.02742 ,0.02913 
-0.15358 ,0.02913 
-0.04323 ,0.02913 
-0.11253 ,0.02913 
-0.13101 ,0.02913 
-0.11982 ,0.02913 
-0.08985 ,0.02913 
-0.13456 ,0.02914 
-0.09590 ,0.02914 
-0.14105 ,0.02914 
0.05254 ,0.02914 
-0.07844 ,0.02914 
-0.02371 ,0.02915 
-0.16970 ,0.02915 
-0.07406 ,0.02915 
-0.01078 ,0.02915 
-0.07096 ,0.02915 
-0.07631 ,0.02915 
-0.06930 ,0.02915 
-0.16625 ,0.02915 
-0.08246 ,0.02916 
-0.11635 ,0.02916 
-0.17444 ,0.02916 
-0.13125 ,0.02916 
-0.15739 ,0.02916 
0.04771 ,0.02916 
-0.13983 ,0.02916 
-0.10459 ,0.02916 
0.00488 ,0.02916 
-0.15224 ,0.02916 
-0.16366 ,0.02916 
0.00957 ,0.02916 
0.01774 ,0.02916 
0.01463 ,0.02917 
-0.01213 ,0.02917 
-0.11627 ,0.02917 
0.05707 ,0.02917 
-0.09065 ,0.02917 
-0.02965 ,0.02918 
-0.12524 ,0.02918 
-0.13448 ,0.02918 
0.01373 ,0.02918 
-0.07963 ,0.02918 
-0.11836 ,0.02918 
-0.07142 ,0.02918 
-0.11891 ,0.02918 
-0.08428 ,0.02918 
-0.12846 ,0.02918 
-0.08838 ,0.02918 
-0.10522 ,0.02918 
-0.07810 ,0.02919 
-0.03874 ,0.02919 
0.02633 ,0.02919 
-0.00215 ,0.02919 
-0.16253 ,0.02919 
-0.05746 ,0.02919 
-0.10569 ,0.02919 
-0.10784 ,0.02920 
-0.13083 ,0.02920 
-0.17735 ,0.02920 
-0.05380 ,0.02920 
-0.02715 ,0.02920 
-0.14845 ,0.02920 
-0.05267 ,0.02920 
-0.12782 ,0.02920 
-0.12514 ,0.02920 
-0.15379 ,0.02920 
-0.08965 ,0.02920 
-0.14522 ,0.02921 
0.06266 ,0.02921 
-0.11154 ,0.02921 
-0.11074 ,0.02921 
-0.06359 ,0.02921 
0.03825 ,0.02921 
-0.10220 ,0.02921 
-0.15111 ,0.02922 
-0.09411 ,0.02922 
-0.08629 ,0.02922 
-0.07936 ,0.02922 
-0.11332 ,0.02922 
-0.03466 ,0.02922 
-0.13215 ,0.02922 
-0.09513 ,0.02922 
-0.13558 ,0.02922 
-0.12610 ,0.02922 
-0.14995 ,0.02923 
-0.01459 ,0.02923 
-0.11011 ,0.02923 
-0.08315 ,0.02923 
-0.05288 ,0.02923 
-0.13387 ,0.02923 
-0.13520 ,0.02923 
-0.07168 ,0.02924 
-0.08573 ,0.02924 
-0.14630 ,0.02924 
0.00277 ,0.02924 
-0.11614 ,0.02925 
-0.06173 ,0.02925 
-0.02145 ,0.02925 
-0.07184 ,0.02925 
-0.05623 ,0.02925 
0.01219 ,0.02925 
0.02441 ,0.02925 
-0.09794 ,0.02925 
-0.15646 ,0.02925 
-0.07677 ,0.02925 
-0.12858 ,0.02925 
-0.01647 ,0.02926 
-0.01126 ,0.02926 
-0.13234 ,0.02926 
-0.05216 ,0.02926 
-0.08492 ,0.02926 
-0.12604 ,0.02926 
-0.08469 ,0.02926 
-0.12252 ,0.02927 
-0.15596 ,0.02927 
-0.07528 ,0.02927 
-0.10912 ,0.02927 
-0.12942 ,0.02927 
0.02680 ,0.02927 
-0.12528 ,0.02927 
-0.09710 ,0.02927 
-0.10560 ,0.02927 
-0.09229 ,0.02928 
-0.08164 ,0.02928 
-0.03370 ,0.02928 
-0.05174 ,0.02928 
-0.12445 ,0.02928 
-0.05994 ,0.02928 
-0.12638 ,0.02928 
-0.16081 ,0.02928 
-0.07229 ,0.02928 
-0.08975 ,0.02928 
-0.14979 ,0.02928 
-0.00824 ,0.02928 
-0.10865 ,0.02928 
-0.14731 ,0.02928 
0.01187 ,0.02928 
0.03500 ,0.02928 
-0.14684 ,0.02929 
-0.09346 ,0.02929 
-0.09850 ,0.02929 
0.02117 ,0.02930 
-0.11435 ,0.02930 
-0.07440 ,0.02930 
-0.01855 ,0.02930 
-0.01014 ,0.02930 
0.06260 ,0.02930 
-0.12582 ,0.02930 
-0.15445 ,0.02930 
-0.11055 ,0.02930 
-0.14302 ,0.02930 
-0.11749 ,0.02930 
0.03405 ,0.02930 
0.00749 ,0.02930 
-0.12203 ,0.02931 
-0.12927 ,0.02931 
0.03416 ,0.02931 
-0.12328 ,0.02931 
-0.14032 ,0.02931 
-0.07990 ,0.02932 
-0.08051 ,0.02932 
-0.01807 ,0.02932 
-0.14650 ,0.02932 
-0.00392 ,0.02932 
0.05992 ,0.02932 
-0.11795 ,0.02932 
-0.07155 ,0.02932 
-0.00297 ,0.02933 
-0.15853 ,0.02933 
-0.10764 ,0.02933 
-0.14440 ,0.02933 
-0.07970 ,0.02933 
-0.09311 ,0.02933 
-0.08943 ,0.02933 
-0.14153 ,0.02933 
-0.09610 ,0.02933 
-0.15065 ,0.02934 
-0.03618 ,0.02934 
-0.03467 ,0.02934 
-0.06764 ,0.02934 
-0.13786 ,0.02934 
-0.06460 ,0.02934 
-0.12460 ,0.02934 
-0.16176 ,0.02934 
-0.10776 ,0.02934 
-0.11523 ,0.02934 
-0.12952 ,0.02934 
-0.13269 ,0.02935 
-0.07494 ,0.02935 
-0.10302 ,0.02935 
0.04685 ,0.02935 
-0.15951 ,0.02935 
0.02444 ,0.02935 
-0.13333 ,0.02936 
-0.09371 ,0.02936 
-0.10497 ,0.02936 
-0.11429 ,0.02936 
0.00310 ,0.02936 
-0.13755 ,0.02936 
-0.14403 ,0.02937 
-0.16076 ,0.02937 
-0.08009 ,0.02937 
-0.11004 ,0.02937 
-0.05350 ,0.02937 
0.02814 ,0.02937 
-0.14495 ,0.02937 
-0.07426 ,0.02937 
0.02804 ,0.02937 
-0.07447 ,0.02937 
0.04985 ,0.02937 
0.02844 ,0.02937 
0.06753 ,0.02937 
-0.07943 ,0.02937 
-0.01921 ,0.02938 
0.00568 ,0.02938 
0.00734 ,0.02938 
0.04250 ,0.02938 
0.01448 ,0.02938 
-0.14848 ,0.02938 
-0.11836 ,0.02938 
0.00700 ,0.02939 
-0.08551 ,0.02939 
0.03028 ,0.02939 
-0.10264 ,0.02939 
-0.01641 ,0.02939 
-0.08904 ,0.02939 
-0.12097 ,0.02939 
-0.07291 ,0.02939 
-0.03955 ,0.02939 
-0.12697 ,0.02939 
-0.10298 ,0.02939 
-0.11385 ,0.02939 
-0.11561 ,0.02939 
-0.15230 ,0.02940 
-0.11723 ,0.02940 
-0.10961 ,0.02940 
-0.10915 ,0.02940 
-0.13556 ,0.02940 
0.01026 ,0.02940 
-0.06156 ,0.02940 
-0.12579 ,0.02940 
-0.12127 ,0.02940 
-0.07628 ,0.02940 
-0.12393 ,0.02940 
-0.05208 ,0.02941 
-0.08082 ,0.02941 
-0.14067 ,0.02941 
-0.13005 ,0.02941 
-0.13477 ,0.02941 
-0.15511 ,0.02941 
-0.14343 ,0.02941 
-0.09575 ,0.02941 
-0.07685 ,0.02941 
0.03985 ,0.02941 
-0.14995 ,0.02942 
-0.12022 ,0.02942 
0.01246 ,0.02942 
-0.12942 ,0.02942 
-0.10990 ,0.02942 
0.00421 ,0.02942 
-0.06845 ,0.02942 
-0.12117 ,0.02942 
-0.02309 ,0.02942 
-0.07041 ,0.02942 
-0.16297 ,0.02942 
-0.09395 ,0.02942 
-0.08207 ,0.02943 
-0.06953 ,0.02943 
-0.13318 ,0.02943 
0.01482 ,0.02943 
-0.10019 ,0.02943 
-0.01938 ,0.02943 
-0.15280 ,0.02943 
-0.15728 ,0.02943 
-0.08103 ,0.02943 
-0.13705 ,0.02944 
-0.06136 ,0.02944 
-0.14978 ,0.02944 
-0.10770 ,0.02944 
-0.09264 ,0.02944 
-0.03631 ,0.02944 
-0.10168 ,0.02944 
0.02489 ,0.02944 
-0.16220 ,0.02944 
-0.13085 ,0.02945 
-0.13961 ,0.02945 
-0.11377 ,0.02945 
-0.04701 ,0.02945 
-0.12048 ,0.02945 
-0.14818 ,0.02945 
0.00132 ,0.02945 
0.02920 ,0.02945 
-0.13907 ,0.02945 
-0.00151 ,0.02946 
0.04075 ,0.02946 
-0.15973 ,0.02946 
-0.16600 ,0.02946 
-0.11859 ,0.02946 
-0.10241 ,0.02946 
-0.11907 ,0.02946 
-0.07636 ,0.02946 
-0.01530 ,0.02946 
0.01349 ,0.02947 
-0.10419 ,0.02947 
-0.09429 ,0.02947 
-0.05502 ,0.02947 
-0.14307 ,0.02947 
-0.12576 ,0.02947 
-0.12171 ,0.02947 
-0.14384 ,0.02947 
-0.07126 ,0.02948 
-0.13176 ,0.02948 
0.01828 ,0.02948 
-0.11072 ,0.02948 
0.00653 ,0.02948 
-0.13124 ,0.02948 
-0.03055 ,0.02948 
-0.14923 ,0.02948 
-0.15314 ,0.02948 
-0.09138 ,0.02948 
-0.13601 ,0.02948 
-0.11405 ,0.02948 
-0.14353 ,0.02948 
-0.11485 ,0.02948 
0.01516 ,0.02948 
-0.12614 ,0.02948 
-0.08695 ,0.02948 
-0.05601 ,0.02949 
-0.09518 ,0.02949 
-0.15113 ,0.02949 
-0.10238 ,0.02949 
-0.08353 ,0.02949 
-0.12760 ,0.02949 
-0.15881 ,0.02949 
-0.10061 ,0.02949 
0.03375 ,0.02949 
-0.13125 ,0.02949 
0.00095 ,0.02950 
-0.14517 ,0.02950 
-0.08738 ,0.02950 
-0.16563 ,0.02950 
-0.10862 ,0.02950 
0.00809 ,0.02950 
-0.00889 ,0.02950 
-0.14795 ,0.02950 
-0.06017 ,0.02950 
0.05519 ,0.02950 
-0.13190 ,0.02950 
-0.14073 ,0.02950 
-0.03031 ,0.02950 
-0.02197 ,0.02950 
0.02684 ,0.02950 
-0.14057 ,0.02950 
-0.10282 ,0.02951 
-0.12626 ,0.02951 
-0.06586 ,0.02951 
-0.10285 ,0.02951 
-0.13714 ,0.02951 
-0.10068 ,0.02951 
-0.02194 ,0.02951 
-0.14649 ,0.02951 
-0.06128 ,0.02951 
-0.11687 ,0.02951 
-0.17950 ,0.02951 
-0.15414 ,0.02952 
-0.03730 ,0.02952 
-0.11444 ,0.02952 
-0.08991 ,0.02952 
-0.01012 ,0.02952 
-0.09218 ,0.02952 
-0.02569 ,0.02952 
0.05579 ,0.02952 
-0.11499 ,0.02952 
-0.06269 ,0.02952 
-0.07334 ,0.02952 
-0.06309 ,0.02953 
-0.02627 ,0.02953 
-0.14173 ,0.02953 
-0.17117 ,0.02953 
-0.14753 ,0.02953 
0.07122 ,0.02953 
-0.03699 ,0.02953 
-0.10159 ,0.02954 
-0.11976 ,0.02954 
0.05714 ,0.02954 
-0.11790 ,0.02954 
-0.07626 ,0.02954 
-0.10082 ,0.02954 
-0.03962 ,0.02954 
-0.10805 ,0.02954 
-0.01499 ,0.02954 
-0.08212 ,0.02954 
-0.06000 ,0.02954 
-0.09740 ,0.02954 
-0.14669 ,0.02954 
-0.03314 ,0.02954 
-0.13278 ,0.02954 
-0.11067 ,0.02955 
-0.09494 ,0.02955 
0.00582 ,0.02955 
-0.14752 ,0.02955 
-0.16111 ,0.02955 
-0.10002 ,0.02955 
0.02530 ,0.02955 
-0.13030 ,0.02956 
-0.01865 ,0.02956 
0.00087 ,0.02956 
-0.01069 ,0.02956 
0.01746 ,0.02956 
-0.02728 ,0.02957 
-0.13339 ,0.02957 
-0.10458 ,0.02957 
-0.08523 ,0.02957 
0.05333 ,0.02957 
-0.13157 ,0.02958 
0.01179 ,0.02958 
-0.07185 ,0.02958 
-0.10354 ,0.02958 
-0.01761 ,0.02958 
-0.02549 ,0.02958 
-0.09510 ,0.02958 
-0.09948 ,0.02958 
-0.17097 ,0.02958 
-0.13432 ,0.02958 
-0.11358 ,0.02958 
-0.15235 ,0.02959 
-0.07308 ,0.02959 
-0.17045 ,0.02959 
-0.10117 ,0.02959 
-0.07997 ,0.02959 
-0.12144 ,0.02959 
-0.09666 ,0.02959 
-0.04982 ,0.02960 
-0.14287 ,0.02960 
-0.12158 ,0.02960 
-0.00496 ,0.02960 
0.01667 ,0.02960 
-0.12969 ,0.02960 
-0.08637 ,0.02961 
-0.15967 ,0.02961 
-0.07080 ,0.02961 
0.01378 ,0.02961 
-0.04200 ,0.02961 
-0.12859 ,0.02961 
-0.10369 ,0.02961 
-0.13660 ,0.02961 
-0.09071 ,0.02961 
-0.13995 ,0.02961 
-0.08261 ,0.02961 
-0.06755 ,0.02961 
0.01091 ,0.02962 
-0.11267 ,0.02962 
0.04177 ,0.02962 
-0.11009 ,0.02962 
-0.09096 ,0.02962 
-0.05200 ,0.02962 
-0.03160 ,0.02962 
0.02295 ,0.02962 
-0.10929 ,0.02962 
-0.10502 ,0.02962 
-0.16654 ,0.02962 
-0.13671 ,0.02962 
-0.13429 ,0.02962 
-0.04096 ,0.02963 
-0.14223 ,0.02963 
0.03831 ,0.02963 
-0.10343 ,0.02963 
-0.09351 ,0.02963 
-0.12198 ,0.02963 
-0.14903 ,0.02963 
-0.16177 ,0.02963 
0.04932 ,0.02964 
-0.04543 ,0.02964 
-0.12783 ,0.02964 
-0.09185 ,0.02964 
0.04311 ,0.02964 
-0.04770 ,0.02964 
-0.14165 ,0.02964 
-0.12802 ,0.02964 
-0.12214 ,0.02965 
0.02095 ,0.02965 
-0.15711 ,0.02965 
-0.15579 ,0.02965 
-0.13318 ,0.02965 
-0.06280 ,0.02965 
-0.11538 ,0.02965 
-0.11908 ,0.02965 
-0.08182 ,0.02965 
-0.07369 ,0.02966 
0.08095 ,0.02966 
-0.08619 ,0.02966 
-0.09090 ,0.02966 
-0.10569 ,0.02966 
-0.12237 ,0.02966 
-0.15374 ,0.02966 
-0.12896 ,0.02966 
-0.14384 ,0.02967 
-0.11223 ,0.02967 
-0.05427 ,0.02967 
-0.10244 ,0.02967 
0.02445 ,0.02967 
-0.07232 ,0.02967 
-0.11969 ,0.02967 
-0.11644 ,0.02967 
-0.13861 ,0.02968 
-0.11791 ,0.02968 
-0.13758 ,0.02968 
-0.10140 ,0.02968 
0.02192 ,0.02968 
0.04908 ,0.02968 
-0.06679 ,0.02968 
-0.16482 ,0.02968 
-0.15294 ,0.02969 
-0.06129 ,0.02969 
-0.14884 ,0.02969 
-0.07910 ,0.02969 
-0.15239 ,0.02969 
-0.06152 ,0.02969 
-0.15373 ,0.02970 
-0.00999 ,0.02970 
0.04070 ,0.02970 
-0.15839 ,0.02970 
-0.07466 ,0.02970 
-0.14791 ,0.02970 
-0.11349 ,0.02971 
-0.04113 ,0.02971 
-0.12865 ,0.02971 
-0.06951 ,0.02971 
-0.14021 ,0.02971 
-0.11542 ,0.02971 
-0.08190 ,0.02971 
-0.08267 ,0.02972 
-0.12515 ,0.02972 
-0.11497 ,0.02972 
0.01947 ,0.02972 
-0.09655 ,0.02972 
-0.04201 ,0.02972 
-0.08465 ,0.02972 
-0.09821 ,0.02972 
-0.09286 ,0.02972 
-0.14145 ,0.02972 
-0.12921 ,0.02973 
0.04128 ,0.02973 
-0.08939 ,0.02973 
-0.12927 ,0.02973 
-0.16016 ,0.02973 
-0.10729 ,0.02973 
-0.10814 ,0.02973 
-0.10043 ,0.02974 
-0.10471 ,0.02974 
0.02731 ,0.02974 
-0.12834 ,0.02974 
-0.05901 ,0.02974 
0.03598 ,0.02974 
-0.01026 ,0.02974 
-0.07935 ,0.02974 
0.02957 ,0.02974 
0.02057 ,0.02974 
-0.11447 ,0.02975 
-0.07292 ,0.02975 
0.02421 ,0.02975 
-0.10914 ,0.02975 
-0.09288 ,0.02975 
-0.07411 ,0.02975 
-0.15524 ,0.02975 
-0.07192 ,0.02975 
-0.08852 ,0.02975 
-0.09671 ,0.02975 
-0.12621 ,0.02976 
-0.15500 ,0.02976 
0.02143 ,0.02976 
-0.11953 ,0.02976 
0.05189 ,0.02976 
-0.13238 ,0.02976 
-0.09738 ,0.02976 
-0.00949 ,0.02976 
-0.05373 ,0.02976 
0.01719 ,0.02977 
0.00814 ,0.02977 
-0.10419 ,0.02977 
-0.09718 ,0.02977 
-0.10079 ,0.02977 
-0.14539 ,0.02977 
-0.13442 ,0.02977 
-0.10348 ,0.02977 
-0.08246 ,0.02977 
-0.12405 ,0.02977 
0.07560 ,0.02977 
-0.11027 ,0.02977 
-0.00030 ,0.02977 
-0.12799 ,0.02977 
0.06477 ,0.02978 
-0.15005 ,0.02978 
-0.14131 ,0.02978 
0.06304 ,0.02978 
0.00706 ,0.02978 
-0.07822 ,0.02978 
-0.13228 ,0.02978 
-0.02152 ,0.02978 
-0.15064 ,0.02978 
-0.12664 ,0.02979 
-0.12216 ,0.02979 
-0.07909 ,0.02979 
-0.13114 ,0.02979 
-0.15566 ,0.02979 
-0.16713 ,0.02979 
-0.09758 ,0.02979 
-0.02155 ,0.02979 
-0.11249 ,0.02979 
-0.00432 ,0.02980 
-0.10452 ,0.02980 
-0.08788 ,0.02980 
-0.05234 ,0.02980 
-0.09978 ,0.02980 
-0.01548 ,0.02980 
-0.13421 ,0.02980 
0.04337 ,0.02980 
-0.13382 ,0.02981 
-0.12143 ,0.02981 
0.02880 ,0.02981 
-0.08094 ,0.02981 
-0.13444 ,0.02981 
-0.17276 ,0.02981 
-0.12215 ,0.02982 
-0.06530 ,0.02982 
-0.11413 ,0.02982 
-0.03387 ,0.02982 
-0.01355 ,0.02982 
0.02397 ,0.02982 
-0.01711 ,0.02982 
-0.02902 ,0.02983 
0.04727 ,0.02983 
-0.04532 ,0.02983 
-0.11481 ,0.02983 
-0.16120 ,0.02983 
-0.12654 ,0.02983 
-0.03654 ,0.02983 
0.01414 ,0.02983 
-0.10832 ,0.02983 
-0.04791 ,0.02983 
0.10746 ,0.02984 
0.04446 ,0.02984 
0.01193 ,0.02984 
-0.13884 ,0.02984 
-0.11694 ,0.02984 
-0.12900 ,0.02984 
-0.13702 ,0.02984 
0.02608 ,0.02985 
-0.11616 ,0.02985 
-0.12468 ,0.02985 
-0.05749 ,0.02985 
-0.12016 ,0.02985 
-0.00994 ,0.02985 
-0.08553 ,0.02985 
0.03136 ,0.02985 
-0.00764 ,0.02985 
-0.13737 ,0.02985 
-0.11377 ,0.02985 
-0.07118 ,0.02986 
-0.09886 ,0.02986 
-0.09968 ,0.02986 
-0.12926 ,0.02986 
0.04983 ,0.02986 
0.05906 ,0.02986 
-0.10606 ,0.02986 
-0.01718 ,0.02986 
-0.13327 ,0.02986 
-0.12284 ,0.02986 
-0.12441 ,0.02987 
-0.13725 ,0.02987 
-0.14540 ,0.02987 
-0.08069 ,0.02987 
-0.07970 ,0.02987 
-0.14199 ,0.02987 
-0.05335 ,0.02987 
-0.12878 ,0.02987 
-0.11062 ,0.02987 
-0.13524 ,0.02988 
-0.16485 ,0.02988 
-0.12450 ,0.02988 
-0.09286 ,0.02988 
-0.06693 ,0.02989 
-0.07987 ,0.02989 
-0.14122 ,0.02989 
-0.14711 ,0.02989 
-0.10618 ,0.02989 
-0.06298 ,0.02989 
-0.10403 ,0.02989 
0.04292 ,0.02989 
-0.16141 ,0.02989 
-0.08873 ,0.02989 
-0.00154 ,0.02989 
-0.08628 ,0.02989 
-0.12750 ,0.02990 
-0.14036 ,0.02990 
0.03727 ,0.02990 
-0.11151 ,0.02990 
-0.09850 ,0.02990 
-0.11672 ,0.02990 
-0.13442 ,0.02990 
-0.11655 ,0.02990 
-0.13926 ,0.02990 
-0.04854 ,0.02990 
-0.11204 ,0.02990 
-0.14101 ,0.02991 
-0.12397 ,0.02991 
-0.14674 ,0.02991 
-0.12196 ,0.02991 
-0.04561 ,0.02991 
0.02322 ,0.02991 
-0.00832 ,0.02991 
-0.10222 ,0.02991 
-0.09423 ,0.02991 
0.03408 ,0.02991 
-0.12060 ,0.02991 
-0.11688 ,0.02991 
-0.01866 ,0.02992 
-0.09881 ,0.02992 
-0.09558 ,0.02992 
-0.07864 ,0.02992 
-0.12370 ,0.02992 
-0.09129 ,0.02992 
-0.09515 ,0.02992 
-0.12925 ,0.02992 
-0.02509 ,0.02993 
-0.15079 ,0.02993 
0.03036 ,0.02993 
0.03406 ,0.02993 
-0.09410 ,0.02993 
-0.02283 ,0.02993 
0.00959 ,0.02993 
0.02360 ,0.02993 
-0.16264 ,0.02993 
-0.08040 ,0.02994 
-0.07125 ,0.02994 
-0.07509 ,0.02994 
0.04348 ,0.02994 
-0.00745 ,0.02994 
-0.05401 ,0.02994 
-0.12696 ,0.02994 
0.04894 ,0.02994 
-0.14800 ,0.02994 
-0.11659 ,0.02995 
-0.11709 ,0.02995 
-0.11384 ,0.02995 
-0.04841 ,0.02995 
-0.00265 ,0.02995 
-0.12671 ,0.02995 
0.01527 ,0.02995 
-0.15017 ,0.02995 
-0.01639 ,0.02995 
-0.06705 ,0.02995 
-0.06150 ,0.02996 
0.03430 ,0.02996 
-0.09465 ,0.02996 
-0.08308 ,0.02996 
-0.14277 ,0.02996 
-0.13221 ,0.02996 
-0.12944 ,0.02996 
-0.14589 ,0.02996 
-0.06511 ,0.02996 
-0.14036 ,0.02996 
-0.02464 ,0.02997 
-0.12804 ,0.02997 
0.07972 ,0.02997 
-0.06689 ,0.02997 
-0.06232 ,0.02997 
-0.11431 ,0.02997 
-0.15464 ,0.02997 
-0.13915 ,0.02998 
0.02136 ,0.02998 
-0.10755 ,0.02998 
-0.07311 ,0.02998 
-0.12108 ,0.02998 
-0.10795 ,0.02998 
-0.12759 ,0.02998 
-0.10976 ,0.02998 
-0.04527 ,0.02998 
-0.09928 ,0.02998 
-0.09097 ,0.02999 
-0.13889 ,0.02999 
-0.12973 ,0.02999 
-0.05546 ,0.02999 
0.02389 ,0.02999 
0.08787 ,0.02999 
-0.11604 ,0.02999 
-0.12356 ,0.02999 
-0.13230 ,0.02999 
-0.12767 ,0.02999 
-0.14508 ,0.03000 
-0.11001 ,0.03000 
-0.08347 ,0.03000 
0.01430 ,0.03000 
-0.11851 ,0.03000 
-0.12922 ,0.03000 
-0.12332 ,0.03000 
-0.14826 ,0.03000 
0.03196 ,0.03000 
-0.00809 ,0.03001 
-0.04855 ,0.03001 
0.00619 ,0.03001 
-0.05617 ,0.03001 
-0.09517 ,0.03001 
-0.09522 ,0.03001 
-0.13708 ,0.03001 
-0.12899 ,0.03001 
-0.10069 ,0.03001 
-0.02524 ,0.03001 
-0.08058 ,0.03001 
-0.08413 ,0.03001 
-0.09995 ,0.03002 
-0.00072 ,0.03002 
-0.13427 ,0.03002 
-0.03127 ,0.03002 
-0.05188 ,0.03002 
-0.13899 ,0.03002 
-0.10846 ,0.03002 
-0.12433 ,0.03002 
-0.14101 ,0.03002 
-0.12959 ,0.03003 
-0.13411 ,0.03003 
-0.11144 ,0.03003 
0.03582 ,0.03003 
-0.08397 ,0.03003 
0.01753 ,0.03003 
-0.08875 ,0.03003 
-0.12611 ,0.03004 
-0.11245 ,0.03004 
-0.15587 ,0.03004 
-0.10615 ,0.03004 
-0.09052 ,0.03004 
-0.03997 ,0.03004 
-0.08089 ,0.03005 
-0.06842 ,0.03005 
-0.12736 ,0.03005 
-0.14268 ,0.03005 
-0.06729 ,0.03005 
-0.15724 ,0.03005 
-0.10239 ,0.03005 
-0.03956 ,0.03005 
-0.04383 ,0.03005 
-0.02838 ,0.03005 
-0.14467 ,0.03005 
-0.14585 ,0.03005 
0.03151 ,0.03005 
-0.06140 ,0.03005 
-0.08855 ,0.03005 
-0.11885 ,0.03005 
-0.11066 ,0.03006 
-0.11506 ,0.03006 
-0.11733 ,0.03006 
-0.14052 ,0.03006 
-0.11803 ,0.03006 
-0.16585 ,0.03006 
-0.10412 ,0.03006 
-0.11148 ,0.03006 
-0.12342 ,0.03006 
-0.06095 ,0.03006 
-0.09844 ,0.03006 
0.00686 ,0.03006 
-0.12758 ,0.03006 
-0.10858 ,0.03006 
0.01506 ,0.03007 
-0.12274 ,0.03007 
0.01809 ,0.03007 
-0.09036 ,0.03007 
-0.12230 ,0.03007 
-0.04875 ,0.03008 
-0.17571 ,0.03008 
-0.13824 ,0.03008 
-0.11096 ,0.03008 
-0.14208 ,0.03008 
-0.12257 ,0.03008 
-0.07294 ,0.03008 
-0.00078 ,0.03008 
-0.15469 ,0.03008 
-0.09533 ,0.03008 
-0.13500 ,0.03008 
-0.08186 ,0.03008 
-0.03735 ,0.03008 
-0.10598 ,0.03008 
-0.15804 ,0.03009 
-0.09297 ,0.03009 
-0.04965 ,0.03009 
-0.16556 ,0.03009 
0.09150 ,0.03009 
-0.05910 ,0.03009 
-0.12904 ,0.03009 
-0.13453 ,0.03009 
-0.14557 ,0.03010 
-0.08772 ,0.03010 
0.02278 ,0.03010 
-0.09904 ,0.03010 
-0.03829 ,0.03010 
-0.02797 ,0.03010 
-0.09430 ,0.03010 
-0.09050 ,0.03010 
-0.06889 ,0.03011 
-0.11121 ,0.03011 
0.02597 ,0.03011 
-0.12297 ,0.03011 
0.06288 ,0.03011 
-0.11293 ,0.03011 
0.02385 ,0.03011 
-0.07829 ,0.03011 
-0.16177 ,0.03011 
-0.12030 ,0.03011 
-0.03989 ,0.03012 
-0.15476 ,0.03012 
-0.09695 ,0.03012 
0.00178 ,0.03012 
0.01079 ,0.03012 
-0.07498 ,0.03012 
-0.11508 ,0.03012 
-0.13251 ,0.03012 
-0.07095 ,0.03012 
0.01079 ,0.03012 
-0.07431 ,0.03012 
-0.11747 ,0.03012 
-0.10901 ,0.03012 
-0.05095 ,0.03012 
-0.14147 ,0.03012 
-0.00879 ,0.03013 
-0.14313 ,0.03013 
-0.06968 ,0.03013 
-0.09418 ,0.03013 
-0.13705 ,0.03013 
0.02043 ,0.03013 
-0.14713 ,0.03013 
-0.01774 ,0.03013 
-0.06488 ,0.03013 
-0.13986 ,0.03013 
-0.11931 ,0.03014 
-0.12333 ,0.03014 
-0.00465 ,0.03014 
-0.13922 ,0.03014 
0.01333 ,0.03014 
-0.15364 ,0.03014 
-0.12028 ,0.03015 
-0.10544 ,0.03015 
-0.08877 ,0.03015 
-0.15747 ,0.03015 
-0.13088 ,0.03015 
-0.05874 ,0.03015 
-0.05488 ,0.03015 
0.07968 ,0.03015 
-0.01162 ,0.03015 
-0.06911 ,0.03015 
-0.16979 ,0.03016 
-0.05333 ,0.03016 
-0.06508 ,0.03016 
-0.11332 ,0.03016 
