"S(0,0)","S_NAG(0,0)"
-0.15211 ,0.02110 
-0.14799 ,0.02111 
-0.11484 ,0.02111 
-0.08616 ,0.02111 
0.00653 ,0.02111 
-0.03786 ,0.02112 
-0.13286 ,0.02113 
-0.10715 ,0.02113 
-0.14241 ,0.02113 
-0.15952 ,0.02114 
0.00514 ,0.02115 
-0.16333 ,0.02115 
0.04057 ,0.02115 
-0.15248 ,0.02117 
-0.16456 ,0.02118 
-0.13210 ,0.02118 
-0.09118 ,0.02119 
-0.11355 ,0.02119 
-0.11246 ,0.02119 
-0.15117 ,0.02119 
-0.16275 ,0.02119 
0.04997 ,0.02119 
-0.12395 ,0.02124 
-0.14423 ,0.02124 
-0.13329 ,0.02125 
-0.01765 ,0.02125 
-0.12741 ,0.02126 
-0.13078 ,0.02127 
0.01735 ,0.02127 
-0.10971 ,0.02127 
-0.08527 ,0.02128 
-0.15532 ,0.02129 
-0.13456 ,0.02129 
-0.16522 ,0.02131 
-0.09561 ,0.02132 
-0.13933 ,0.02132 
-0.15637 ,0.02132 
-0.13302 ,0.02133 
-0.16214 ,0.02133 
-0.08662 ,0.02133 
-0.13285 ,0.02133 
0.01100 ,0.02134 
-0.16126 ,0.02134 
0.03481 ,0.02134 
-0.17029 ,0.02134 
-0.13470 ,0.02135 
-0.12187 ,0.02137 
-0.02100 ,0.02138 
-0.15296 ,0.02138 
-0.14358 ,0.02138 
-0.14321 ,0.02140 
0.00588 ,0.02140 
-0.14487 ,0.02140 
-0.12679 ,0.02140 
-0.15371 ,0.02140 
-0.14081 ,0.02141 
-0.16442 ,0.02142 
-0.16753 ,0.02142 
-0.13860 ,0.02142 
-0.15308 ,0.02143 
-0.15289 ,0.02143 
-0.18027 ,0.02144 
-0.15485 ,0.02144 
-0.14090 ,0.02144 
-0.15154 ,0.02144 
-0.10454 ,0.02144 
-0.14461 ,0.02145 
-0.12108 ,0.02145 
-0.04309 ,0.02146 
-0.12086 ,0.02146 
-0.14991 ,0.02147 
-0.08761 ,0.02147 
-0.11356 ,0.02147 
-0.13552 ,0.02147 
-0.15164 ,0.02147 
-0.16095 ,0.02147 
-0.15886 ,0.02148 
0.01076 ,0.02148 
-0.16529 ,0.02148 
-0.09170 ,0.02148 
-0.15244 ,0.02149 
-0.11613 ,0.02149 
-0.13991 ,0.02149 
-0.13676 ,0.02149 
-0.16412 ,0.02149 
-0.13762 ,0.02150 
0.00203 ,0.02150 
-0.12813 ,0.02150 
-0.14116 ,0.02151 
-0.12493 ,0.02151 
-0.15037 ,0.02151 
-0.09094 ,0.02152 
-0.15465 ,0.02153 
-0.12362 ,0.02153 
-0.12210 ,0.02153 
-0.11738 ,0.02153 
-0.16251 ,0.02153 
-0.14798 ,0.02154 
-0.16180 ,0.02154 
-0.15401 ,0.02155 
-0.10492 ,0.02155 
-0.13761 ,0.02156 
0.01081 ,0.02156 
-0.07751 ,0.02157 
-0.15018 ,0.02158 
-0.12794 ,0.02158 
-0.12874 ,0.02158 
-0.16469 ,0.02158 
-0.08211 ,0.02158 
-0.12965 ,0.02160 
0.01202 ,0.02161 
-0.09939 ,0.02161 
-0.13278 ,0.02163 
-0.14738 ,0.02163 
0.00160 ,0.02164 
-0.15150 ,0.02164 
-0.10405 ,0.02164 
-0.14287 ,0.02165 
-0.08785 ,0.02165 
-0.17410 ,0.02165 
-0.14077 ,0.02165 
-0.16833 ,0.02166 
-0.14689 ,0.02166 
-0.12765 ,0.02166 
0.00208 ,0.02166 
0.01008 ,0.02168 
-0.15307 ,0.02168 
0.01446 ,0.02168 
-0.14380 ,0.02168 
-0.15626 ,0.02168 
-0.05736 ,0.02168 
-0.10315 ,0.02168 
-0.13554 ,0.02169 
-0.12011 ,0.02169 
-0.01968 ,0.02169 
-0.16214 ,0.02170 
-0.09539 ,0.02170 
0.00272 ,0.02170 
-0.14274 ,0.02170 
0.01713 ,0.02171 
-0.15875 ,0.02171 
-0.06408 ,0.02171 
-0.05688 ,0.02171 
-0.16521 ,0.02171 
-0.16745 ,0.02171 
-0.15253 ,0.02171 
0.00847 ,0.02172 
-0.17033 ,0.02172 
-0.13830 ,0.02172 
-0.14755 ,0.02173 
-0.10034 ,0.02173 
-0.13367 ,0.02173 
-0.07886 ,0.02174 
-0.01754 ,0.02174 
-0.15566 ,0.02175 
-0.14823 ,0.02175 
-0.15429 ,0.02175 
-0.13153 ,0.02175 
0.00507 ,0.02176 
-0.18189 ,0.02176 
-0.15425 ,0.02176 
-0.09630 ,0.02176 
-0.14724 ,0.02176 
-0.03952 ,0.02177 
-0.15172 ,0.02177 
-0.10771 ,0.02177 
-0.01967 ,0.02177 
-0.13188 ,0.02178 
-0.15354 ,0.02179 
-0.14723 ,0.02179 
-0.10664 ,0.02179 
-0.02529 ,0.02180 
-0.14158 ,0.02180 
-0.16860 ,0.02180 
-0.13747 ,0.02181 
-0.14809 ,0.02181 
-0.14116 ,0.02182 
-0.09475 ,0.02182 
-0.11958 ,0.02182 
-0.13846 ,0.02182 
-0.07524 ,0.02183 
-0.08236 ,0.02183 
-0.02483 ,0.02183 
-0.14419 ,0.02183 
-0.13675 ,0.02183 
-0.14496 ,0.02183 
0.01097 ,0.02183 
-0.16362 ,0.02183 
-0.14789 ,0.02184 
0.04341 ,0.02185 
-0.18233 ,0.02186 
-0.16297 ,0.02186 
-0.07860 ,0.02186 
-0.12735 ,0.02186 
0.00485 ,0.02186 
-0.16789 ,0.02187 
-0.10271 ,0.02188 
0.00359 ,0.02188 
-0.14560 ,0.02188 
-0.11546 ,0.02188 
-0.16684 ,0.02190 
-0.14571 ,0.02190 
-0.14494 ,0.02191 
-0.00498 ,0.02191 
-0.16669 ,0.02191 
-0.05411 ,0.02191 
-0.16270 ,0.02192 
-0.16310 ,0.02192 
-0.08683 ,0.02192 
-0.11617 ,0.02193 
0.00539 ,0.02193 
-0.10437 ,0.02193 
-0.16661 ,0.02193 
-0.11419 ,0.02194 
-0.07021 ,0.02194 
-0.14819 ,0.02194 
-0.12383 ,0.02195 
-0.08043 ,0.02195 
0.01138 ,0.02195 
-0.12545 ,0.02195 
-0.13126 ,0.02195 
0.01017 ,0.02195 
-0.00187 ,0.02197 
-0.14321 ,0.02198 
-0.00201 ,0.02199 
-0.17516 ,0.02199 
-0.09481 ,0.02199 
-0.14763 ,0.02199 
-0.13610 ,0.02200 
-0.07199 ,0.02201 
-0.09608 ,0.02202 
-0.13066 ,0.02202 
-0.12374 ,0.02202 
0.00620 ,0.02202 
-0.12091 ,0.02202 
-0.15062 ,0.02202 
-0.13458 ,0.02203 
-0.17248 ,0.02203 
-0.17518 ,0.02203 
-0.14707 ,0.02205 
-0.04737 ,0.02205 
-0.15644 ,0.02206 
-0.04855 ,0.02207 
-0.13449 ,0.02207 
-0.13228 ,0.02207 
-0.12514 ,0.02207 
-0.12795 ,0.02208 
-0.15925 ,0.02208 
-0.14561 ,0.02208 
-0.16630 ,0.02208 
-0.14338 ,0.02208 
-0.12824 ,0.02208 
-0.17726 ,0.02208 
-0.12937 ,0.02208 
-0.14552 ,0.02209 
-0.14402 ,0.02210 
-0.10996 ,0.02211 
0.01356 ,0.02211 
-0.15294 ,0.02211 
-0.13611 ,0.02212 
-0.14432 ,0.02212 
-0.06696 ,0.02212 
-0.14882 ,0.02213 
-0.14026 ,0.02213 
-0.12112 ,0.02214 
-0.17956 ,0.02215 
-0.02811 ,0.02215 
-0.15905 ,0.02215 
0.01189 ,0.02215 
-0.14510 ,0.02216 
-0.15597 ,0.02216 
0.02166 ,0.02216 
-0.13812 ,0.02217 
-0.14193 ,0.02217 
-0.12537 ,0.02217 
-0.13087 ,0.02217 
-0.12705 ,0.02218 
-0.14745 ,0.02219 
-0.12550 ,0.02219 
-0.14597 ,0.02219 
-0.13630 ,0.02219 
-0.15044 ,0.02220 
-0.08729 ,0.02220 
-0.14105 ,0.02220 
-0.07819 ,0.02222 
-0.10267 ,0.02222 
-0.09934 ,0.02223 
-0.09815 ,0.02223 
-0.17844 ,0.02223 
-0.00146 ,0.02223 
-0.17572 ,0.02223 
-0.14465 ,0.02223 
-0.11501 ,0.02223 
-0.10687 ,0.02224 
-0.17372 ,0.02224 
-0.14514 ,0.02224 
-0.13869 ,0.02225 
-0.13485 ,0.02225 
-0.15670 ,0.02225 
-0.14142 ,0.02225 
-0.13420 ,0.02225 
-0.18602 ,0.02225 
0.02324 ,0.02227 
-0.13911 ,0.02228 
-0.15178 ,0.02228 
-0.16014 ,0.02228 
-0.13858 ,0.02228 
-0.13821 ,0.02228 
-0.13102 ,0.02229 
-0.15879 ,0.02229 
0.01907 ,0.02229 
-0.02231 ,0.02229 
-0.10798 ,0.02230 
-0.16578 ,0.02230 
-0.09550 ,0.02230 
-0.06986 ,0.02231 
-0.16435 ,0.02231 
0.02760 ,0.02231 
-0.15568 ,0.02231 
-0.13016 ,0.02232 
-0.09099 ,0.02232 
-0.00406 ,0.02232 
-0.12953 ,0.02232 
-0.14410 ,0.02232 
-0.15259 ,0.02233 
-0.09545 ,0.02234 
-0.10440 ,0.02234 
-0.15027 ,0.02234 
0.01961 ,0.02234 
0.01629 ,0.02235 
-0.13087 ,0.02235 
-0.13565 ,0.02236 
-0.16791 ,0.02236 
-0.08144 ,0.02236 
-0.13115 ,0.02236 
-0.12890 ,0.02236 
0.01358 ,0.02237 
-0.14554 ,0.02237 
-0.09463 ,0.02238 
-0.15309 ,0.02238 
-0.15877 ,0.02239 
-0.13937 ,0.02240 
-0.02229 ,0.02240 
-0.11922 ,0.02240 
-0.18422 ,0.02240 
0.01291 ,0.02242 
-0.13165 ,0.02242 
-0.15236 ,0.02242 
-0.12783 ,0.02242 
-0.12485 ,0.02242 
-0.16685 ,0.02243 
-0.14235 ,0.02244 
-0.15460 ,0.02244 
-0.14705 ,0.02244 
-0.18388 ,0.02244 
-0.14405 ,0.02244 
0.00570 ,0.02245 
-0.11046 ,0.02245 
-0.15453 ,0.02246 
-0.13635 ,0.02246 
-0.01602 ,0.02247 
-0.15549 ,0.02247 
-0.12391 ,0.02248 
-0.16427 ,0.02248 
-0.16241 ,0.02248 
-0.15012 ,0.02248 
-0.12019 ,0.02249 
-0.12573 ,0.02249 
-0.14222 ,0.02250 
-0.17722 ,0.02250 
-0.16066 ,0.02251 
-0.03081 ,0.02251 
-0.15756 ,0.02251 
-0.15172 ,0.02251 
-0.10192 ,0.02251 
-0.15307 ,0.02251 
-0.14866 ,0.02251 
-0.12292 ,0.02252 
-0.11599 ,0.02252 
0.00320 ,0.02252 
0.00878 ,0.02253 
-0.14426 ,0.02253 
-0.14084 ,0.02254 
-0.09877 ,0.02254 
-0.01114 ,0.02255 
-0.15963 ,0.02255 
-0.17323 ,0.02256 
-0.14983 ,0.02256 
-0.11449 ,0.02256 
-0.03892 ,0.02257 
-0.12175 ,0.02257 
-0.13861 ,0.02257 
0.02630 ,0.02257 
-0.16540 ,0.02258 
-0.13196 ,0.02258 
-0.09099 ,0.02258 
-0.09616 ,0.02259 
0.03064 ,0.02260 
-0.17132 ,0.02260 
-0.15989 ,0.02260 
-0.02275 ,0.02260 
-0.14323 ,0.02260 
-0.15350 ,0.02261 
-0.16270 ,0.02261 
-0.15402 ,0.02261 
-0.14561 ,0.02261 
-0.11709 ,0.02262 
-0.18164 ,0.02262 
0.01631 ,0.02262 
-0.13493 ,0.02262 
-0.15886 ,0.02262 
-0.13834 ,0.02262 
-0.15728 ,0.02263 
-0.01731 ,0.02263 
0.04004 ,0.02263 
-0.17031 ,0.02263 
-0.12857 ,0.02264 
-0.15897 ,0.02264 
-0.13866 ,0.02264 
-0.13416 ,0.02264 
-0.13101 ,0.02264 
-0.12355 ,0.02265 
-0.13548 ,0.02265 
-0.02100 ,0.02265 
-0.11965 ,0.02266 
-0.11509 ,0.02266 
-0.16212 ,0.02266 
-0.15871 ,0.02266 
0.01055 ,0.02267 
-0.12653 ,0.02267 
-0.15353 ,0.02267 
-0.15389 ,0.02267 
-0.15320 ,0.02267 
-0.02052 ,0.02268 
-0.07789 ,0.02268 
-0.08755 ,0.02268 
-0.09114 ,0.02269 
-0.11890 ,0.02270 
-0.10103 ,0.02271 
0.01492 ,0.02271 
-0.05102 ,0.02271 
-0.13348 ,0.02271 
-0.10783 ,0.02272 
-0.15769 ,0.02272 
-0.14687 ,0.02273 
-0.07945 ,0.02273 
-0.12713 ,0.02273 
-0.11337 ,0.02273 
-0.01558 ,0.02274 
0.02360 ,0.02274 
-0.14293 ,0.02274 
-0.17987 ,0.02274 
-0.00333 ,0.02274 
-0.11116 ,0.02274 
-0.10139 ,0.02275 
-0.15015 ,0.02275 
-0.15767 ,0.02275 
-0.13819 ,0.02275 
-0.15282 ,0.02275 
-0.17191 ,0.02275 
-0.14178 ,0.02275 
-0.12088 ,0.02276 
-0.14972 ,0.02276 
-0.13859 ,0.02276 
-0.17661 ,0.02277 
-0.13626 ,0.02277 
-0.15391 ,0.02278 
0.02316 ,0.02278 
-0.15287 ,0.02278 
-0.00533 ,0.02279 
-0.17025 ,0.02279 
-0.12778 ,0.02279 
-0.12384 ,0.02280 
-0.01846 ,0.02280 
-0.15626 ,0.02280 
-0.14485 ,0.02280 
0.00707 ,0.02281 
-0.10708 ,0.02281 
-0.15367 ,0.02281 
-0.12713 ,0.02281 
-0.00108 ,0.02282 
-0.12553 ,0.02283 
-0.15614 ,0.02283 
-0.17591 ,0.02283 
0.02718 ,0.02284 
-0.09099 ,0.02284 
-0.00698 ,0.02284 
-0.09360 ,0.02284 
-0.11418 ,0.02285 
0.01543 ,0.02285 
-0.13750 ,0.02285 
-0.14249 ,0.02285 
-0.12536 ,0.02286 
-0.10305 ,0.02286 
-0.00045 ,0.02287 
-0.00192 ,0.02287 
-0.01775 ,0.02287 
-0.14811 ,0.02287 
-0.08995 ,0.02287 
0.02003 ,0.02287 
-0.15918 ,0.02288 
-0.11778 ,0.02288 
-0.04834 ,0.02288 
-0.16222 ,0.02288 
-0.14654 ,0.02289 
-0.12901 ,0.02289 
-0.17550 ,0.02289 
-0.13086 ,0.02289 
-0.14216 ,0.02290 
-0.08567 ,0.02290 
-0.13464 ,0.02290 
0.00534 ,0.02290 
-0.18152 ,0.02291 
-0.11400 ,0.02291 
-0.13089 ,0.02291 
-0.04786 ,0.02291 
-0.00539 ,0.02291 
-0.14424 ,0.02291 
-0.18677 ,0.02292 
-0.15105 ,0.02293 
-0.14622 ,0.02293 
-0.13387 ,0.02293 
-0.00279 ,0.02293 
-0.13401 ,0.02293 
-0.13898 ,0.02293 
-0.12968 ,0.02293 
-0.12750 ,0.02294 
-0.08892 ,0.02294 
-0.17480 ,0.02294 
-0.17436 ,0.02294 
-0.11545 ,0.02294 
-0.13816 ,0.02295 
-0.08813 ,0.02295 
-0.13926 ,0.02296 
-0.16664 ,0.02296 
-0.11356 ,0.02297 
-0.14156 ,0.02297 
-0.15653 ,0.02298 
-0.13839 ,0.02298 
-0.15749 ,0.02299 
-0.16881 ,0.02299 
-0.13120 ,0.02299 
-0.07192 ,0.02299 
-0.11330 ,0.02300 
-0.15102 ,0.02300 
-0.10283 ,0.02300 
0.05770 ,0.02300 
-0.11997 ,0.02301 
-0.13882 ,0.02301 
-0.16752 ,0.02301 
-0.14998 ,0.02302 
-0.08670 ,0.02302 
-0.15737 ,0.02302 
-0.10636 ,0.02303 
-0.10338 ,0.02304 
-0.10766 ,0.02304 
-0.04878 ,0.02304 
-0.15387 ,0.02304 
-0.00127 ,0.02304 
-0.18821 ,0.02304 
-0.17163 ,0.02305 
-0.16460 ,0.02306 
0.04940 ,0.02306 
-0.16779 ,0.02307 
-0.14244 ,0.02307 
-0.12082 ,0.02307 
-0.13532 ,0.02307 
-0.00051 ,0.02308 
-0.00222 ,0.02308 
-0.10196 ,0.02309 
-0.14856 ,0.02310 
-0.12641 ,0.02310 
-0.04509 ,0.02310 
-0.14198 ,0.02310 
-0.16111 ,0.02310 
-0.13391 ,0.02311 
-0.16047 ,0.02311 
-0.05358 ,0.02311 
0.03296 ,0.02311 
-0.11445 ,0.02311 
-0.05773 ,0.02311 
-0.13441 ,0.02312 
-0.09880 ,0.02312 
-0.16035 ,0.02312 
-0.14572 ,0.02312 
-0.14535 ,0.02312 
-0.12918 ,0.02312 
0.00177 ,0.02312 
-0.09140 ,0.02313 
-0.12019 ,0.02313 
-0.13312 ,0.02313 
-0.13617 ,0.02313 
0.03580 ,0.02313 
-0.06903 ,0.02314 
-0.13393 ,0.02314 
-0.11940 ,0.02315 
-0.10180 ,0.02315 
-0.12690 ,0.02316 
-0.16215 ,0.02316 
-0.13053 ,0.02316 
0.01717 ,0.02316 
-0.07943 ,0.02316 
-0.15257 ,0.02316 
-0.12646 ,0.02317 
-0.14395 ,0.02317 
-0.15445 ,0.02317 
-0.14622 ,0.02318 
-0.14755 ,0.02318 
-0.15819 ,0.02319 
0.00282 ,0.02319 
-0.13470 ,0.02320 
-0.11665 ,0.02320 
-0.10597 ,0.02320 
0.00399 ,0.02321 
-0.15585 ,0.02321 
-0.17248 ,0.02321 
-0.10137 ,0.02322 
-0.17425 ,0.02322 
-0.16974 ,0.02323 
-0.13948 ,0.02324 
-0.15616 ,0.02325 
-0.08830 ,0.02325 
-0.15838 ,0.02325 
-0.03710 ,0.02325 
-0.13896 ,0.02326 
-0.14015 ,0.02326 
-0.13027 ,0.02326 
-0.11564 ,0.02326 
-0.15381 ,0.02326 
-0.13038 ,0.02327 
-0.16670 ,0.02327 
-0.14832 ,0.02327 
-0.15587 ,0.02327 
-0.13598 ,0.02327 
-0.09275 ,0.02328 
-0.14113 ,0.02328 
-0.11391 ,0.02328 
-0.13507 ,0.02328 
-0.10568 ,0.02329 
-0.14216 ,0.02329 
-0.08483 ,0.02329 
-0.16372 ,0.02330 
-0.12824 ,0.02330 
-0.08464 ,0.02331 
-0.15869 ,0.02331 
0.05433 ,0.02331 
-0.06578 ,0.02331 
-0.14092 ,0.02331 
-0.14792 ,0.02332 
-0.02614 ,0.02332 
-0.13944 ,0.02332 
-0.16278 ,0.02332 
-0.02059 ,0.02333 
-0.14873 ,0.02333 
-0.12232 ,0.02333 
-0.16082 ,0.02334 
-0.15256 ,0.02334 
-0.17435 ,0.02334 
-0.15963 ,0.02335 
-0.12303 ,0.02335 
-0.13981 ,0.02336 
-0.08140 ,0.02336 
-0.14437 ,0.02336 
-0.14904 ,0.02336 
-0.15647 ,0.02337 
-0.16032 ,0.02337 
-0.16020 ,0.02337 
-0.16353 ,0.02337 
-0.15634 ,0.02337 
-0.12618 ,0.02338 
-0.09664 ,0.02338 
-0.14786 ,0.02339 
0.01639 ,0.02339 
-0.14895 ,0.02339 
-0.14226 ,0.02340 
-0.06251 ,0.02340 
-0.13020 ,0.02340 
-0.15752 ,0.02340 
-0.13518 ,0.02340 
-0.09954 ,0.02340 
-0.18101 ,0.02340 
-0.13651 ,0.02340 
-0.15948 ,0.02340 
-0.14344 ,0.02340 
-0.12141 ,0.02340 
-0.11942 ,0.02340 
-0.15059 ,0.02340 
-0.15772 ,0.02341 
-0.17390 ,0.02341 
-0.12967 ,0.02341 
-0.05133 ,0.02341 
-0.13783 ,0.02342 
-0.17316 ,0.02342 
-0.10715 ,0.02342 
0.01149 ,0.02342 
-0.13606 ,0.02343 
-0.14189 ,0.02343 
-0.14479 ,0.02344 
-0.07641 ,0.02344 
-0.09250 ,0.02344 
0.03243 ,0.02344 
-0.14414 ,0.02345 
-0.13657 ,0.02345 
-0.14128 ,0.02346 
-0.13512 ,0.02346 
0.03632 ,0.02346 
-0.02291 ,0.02346 
-0.13597 ,0.02346 
-0.07773 ,0.02347 
-0.06337 ,0.02348 
-0.15408 ,0.02348 
-0.13476 ,0.02348 
-0.02789 ,0.02348 
-0.00839 ,0.02349 
-0.12751 ,0.02349 
0.00315 ,0.02349 
-0.15250 ,0.02349 
-0.13852 ,0.02349 
-0.12485 ,0.02349 
-0.12829 ,0.02349 
-0.12652 ,0.02350 
-0.12189 ,0.02350 
-0.07815 ,0.02350 
-0.16569 ,0.02351 
-0.00537 ,0.02352 
-0.15309 ,0.02352 
-0.13607 ,0.02353 
-0.14904 ,0.02353 
-0.12258 ,0.02353 
-0.15249 ,0.02353 
-0.12942 ,0.02353 
-0.01898 ,0.02353 
-0.11053 ,0.02354 
-0.03286 ,0.02354 
-0.13604 ,0.02354 
-0.07345 ,0.02355 
0.01354 ,0.02355 
-0.13875 ,0.02355 
-0.04054 ,0.02355 
-0.00797 ,0.02355 
-0.00050 ,0.02356 
-0.16024 ,0.02356 
-0.07754 ,0.02357 
-0.12608 ,0.02357 
-0.16098 ,0.02357 
-0.08918 ,0.02357 
-0.11525 ,0.02358 
-0.14070 ,0.02358 
-0.13627 ,0.02359 
-0.16938 ,0.02359 
-0.00002 ,0.02359 
-0.03001 ,0.02359 
-0.12056 ,0.02360 
0.00227 ,0.02360 
-0.13588 ,0.02360 
0.02387 ,0.02360 
-0.12073 ,0.02360 
-0.11466 ,0.02360 
-0.10251 ,0.02360 
-0.15346 ,0.02361 
-0.14426 ,0.02361 
-0.12612 ,0.02361 
-0.12918 ,0.02361 
-0.13595 ,0.02362 
-0.12898 ,0.02362 
-0.12713 ,0.02362 
-0.14524 ,0.02362 
-0.17394 ,0.02362 
-0.15328 ,0.02362 
-0.12509 ,0.02363 
-0.14044 ,0.02363 
-0.02616 ,0.02363 
-0.13547 ,0.02363 
-0.00783 ,0.02363 
-0.16266 ,0.02363 
-0.06778 ,0.02364 
-0.03181 ,0.02364 
-0.13206 ,0.02364 
-0.15681 ,0.02364 
-0.15060 ,0.02364 
0.01331 ,0.02365 
-0.14184 ,0.02365 
-0.13974 ,0.02366 
0.01466 ,0.02366 
-0.09639 ,0.02366 
-0.10875 ,0.02366 
-0.15879 ,0.02366 
-0.15281 ,0.02367 
-0.14129 ,0.02367 
-0.18447 ,0.02367 
-0.16452 ,0.02368 
-0.14781 ,0.02368 
-0.15237 ,0.02368 
-0.07799 ,0.02368 
-0.05647 ,0.02369 
-0.01662 ,0.02369 
-0.13495 ,0.02369 
-0.07115 ,0.02369 
-0.13419 ,0.02370 
-0.12006 ,0.02370 
-0.08424 ,0.02370 
-0.16518 ,0.02370 
-0.11578 ,0.02370 
-0.15160 ,0.02371 
-0.12878 ,0.02371 
-0.08379 ,0.02371 
-0.15322 ,0.02371 
0.04493 ,0.02371 
-0.12947 ,0.02371 
-0.12730 ,0.02372 
-0.08593 ,0.02372 
-0.14262 ,0.02372 
-0.13962 ,0.02372 
-0.16936 ,0.02372 
-0.02879 ,0.02372 
-0.12929 ,0.02373 
-0.15915 ,0.02373 
-0.14671 ,0.02373 
-0.15756 ,0.02374 
-0.14225 ,0.02374 
-0.13729 ,0.02374 
-0.14246 ,0.02374 
-0.00445 ,0.02374 
-0.08644 ,0.02374 
-0.17003 ,0.02375 
-0.15474 ,0.02375 
0.00850 ,0.02375 
-0.12441 ,0.02375 
-0.00162 ,0.02375 
-0.12344 ,0.02376 
-0.13835 ,0.02376 
0.03406 ,0.02376 
-0.13752 ,0.02377 
0.00371 ,0.02377 
0.03663 ,0.02377 
0.00275 ,0.02377 
-0.16134 ,0.02377 
-0.11460 ,0.02378 
-0.12384 ,0.02378 
-0.13962 ,0.02378 
-0.14525 ,0.02378 
-0.15888 ,0.02379 
-0.14309 ,0.02379 
-0.13268 ,0.02379 
-0.05633 ,0.02380 
-0.12865 ,0.02380 
-0.05774 ,0.02380 
-0.00918 ,0.02381 
-0.08550 ,0.02381 
-0.14332 ,0.02382 
-0.12490 ,0.02382 
0.02212 ,0.02382 
-0.12992 ,0.02382 
-0.14009 ,0.02383 
-0.15655 ,0.02383 
-0.00976 ,0.02383 
-0.13689 ,0.02383 
-0.11601 ,0.02384 
-0.13139 ,0.02384 
0.02303 ,0.02384 
-0.15731 ,0.02384 
-0.14324 ,0.02385 
-0.17089 ,0.02385 
0.04704 ,0.02385 
-0.07474 ,0.02385 
-0.13375 ,0.02385 
-0.10004 ,0.02386 
-0.13095 ,0.02386 
-0.16626 ,0.02386 
-0.13276 ,0.02386 
-0.16204 ,0.02386 
-0.14005 ,0.02387 
-0.09610 ,0.02387 
-0.08886 ,0.02387 
-0.17771 ,0.02388 
-0.14553 ,0.02388 
-0.14880 ,0.02388 
-0.14716 ,0.02388 
-0.11346 ,0.02388 
-0.13200 ,0.02388 
-0.09630 ,0.02388 
-0.15308 ,0.02388 
-0.11893 ,0.02388 
-0.13971 ,0.02389 
-0.07399 ,0.02389 
-0.13366 ,0.02389 
-0.08283 ,0.02389 
-0.14065 ,0.02390 
-0.14355 ,0.02390 
-0.11558 ,0.02391 
-0.13062 ,0.02391 
-0.14302 ,0.02392 
-0.13881 ,0.02392 
-0.00731 ,0.02392 
-0.07987 ,0.02392 
-0.12145 ,0.02392 
-0.12514 ,0.02393 
0.01739 ,0.02393 
-0.13108 ,0.02393 
-0.13312 ,0.02394 
-0.13855 ,0.02394 
-0.16566 ,0.02394 
-0.13135 ,0.02394 
-0.14395 ,0.02394 
-0.12735 ,0.02395 
-0.13409 ,0.02395 
-0.14834 ,0.02395 
-0.10338 ,0.02395 
-0.16030 ,0.02395 
0.03832 ,0.02395 
-0.09440 ,0.02396 
-0.13418 ,0.02396 
-0.00867 ,0.02397 
-0.11547 ,0.02397 
-0.16555 ,0.02397 
-0.16861 ,0.02397 
-0.09429 ,0.02398 
-0.10220 ,0.02398 
-0.17073 ,0.02399 
-0.16409 ,0.02399 
-0.12886 ,0.02399 
-0.08270 ,0.02399 
-0.07827 ,0.02400 
-0.16402 ,0.02400 
-0.12812 ,0.02400 
0.03849 ,0.02401 
-0.08461 ,0.02401 
0.00196 ,0.02401 
-0.14270 ,0.02401 
-0.12270 ,0.02401 
-0.13689 ,0.02401 
-0.13085 ,0.02402 
0.02838 ,0.02402 
-0.12995 ,0.02402 
0.00063 ,0.02402 
-0.09305 ,0.02402 
0.02160 ,0.02402 
-0.13594 ,0.02403 
-0.14241 ,0.02403 
-0.00067 ,0.02404 
-0.14786 ,0.02404 
0.02236 ,0.02404 
-0.12145 ,0.02404 
-0.15584 ,0.02405 
-0.13425 ,0.02405 
0.04649 ,0.02405 
-0.11085 ,0.02406 
-0.10023 ,0.02406 
-0.12727 ,0.02406 
-0.02055 ,0.02407 
-0.13068 ,0.02407 
-0.16151 ,0.02407 
-0.14687 ,0.02407 
-0.10271 ,0.02407 
-0.13090 ,0.02407 
-0.14883 ,0.02408 
-0.13965 ,0.02408 
-0.14945 ,0.02408 
0.02468 ,0.02408 
-0.07188 ,0.02409 
-0.16354 ,0.02410 
-0.05448 ,0.02411 
-0.16756 ,0.02411 
-0.13833 ,0.02411 
0.02610 ,0.02411 
-0.14604 ,0.02411 
-0.10054 ,0.02412 
-0.16730 ,0.02412 
-0.12431 ,0.02412 
-0.16481 ,0.02413 
-0.09773 ,0.02413 
-0.12993 ,0.02414 
-0.09315 ,0.02414 
-0.14405 ,0.02415 
-0.10244 ,0.02415 
-0.13376 ,0.02415 
-0.15436 ,0.02415 
-0.00422 ,0.02415 
-0.14610 ,0.02415 
-0.12037 ,0.02416 
0.02356 ,0.02416 
-0.17161 ,0.02416 
-0.11490 ,0.02416 
-0.02868 ,0.02416 
-0.14911 ,0.02417 
-0.14556 ,0.02417 
-0.14046 ,0.02417 
-0.17352 ,0.02418 
-0.12093 ,0.02418 
-0.08879 ,0.02418 
-0.13262 ,0.02419 
0.00980 ,0.02419 
-0.15578 ,0.02419 
-0.11130 ,0.02420 
-0.01652 ,0.02421 
-0.00051 ,0.02421 
-0.15769 ,0.02421 
-0.10906 ,0.02421 
-0.08905 ,0.02421 
-0.12809 ,0.02422 
0.01525 ,0.02422 
-0.12296 ,0.02422 
-0.13859 ,0.02422 
-0.12482 ,0.02422 
-0.10434 ,0.02423 
